Post ID,Date,Status,Author,Title,Category Slugs (| separated),Tags (| separated)
75537,2021-06-19,publish,mjfreeman,Matlock: We Withdrew from Basic Agreements with Russia,updates|global-diplomacy|russia|united-states|updates-war,
75549,2021-06-19,publish,mjfreeman,Ryabkov: No Delay; We Will Follow Up Strategic Security Talks,updates|global-diplomacy|russia|united-states|updates-war,
75561,2021-06-19,publish,mjfreeman,NSA's Jake Sullivan: Biden and Xi Jinping to Confer Soon,china|updates|global-diplomacy|russia|united-states|updates-war,
75587,2021-06-20,publish,mjfreeman,China to US: Our Security Laws Contrasted with Yours,color-revolutions|updates|updates-geopolitics|updates-war,
75599,2021-06-20,publish,mjfreeman,Swiss Youth Among Big ‘No’ Vote against Switzerland’s CO2 Referendum,updates-development|updates-environmentalism|updates|green-new-deal,
75611,2021-06-21,publish,malene,"Peaceful Cooperation, or the Insanity of Geopolitics and Neoliberalism",allgemein|updates|harley_schlanger_daily_update,
75614,2021-06-21,publish,madeleine,Matlock: Wir haben uns von Grundsatzvereinbarungen mit Rußland zurückgezogen,524|659|96|updates-geopolitics-de|global-diplomacy-de|weltkrieg-stoppen,
75616,2021-06-21,publish,madeleine,Jake Sullivan von der NSA: Biden und Xi Jinping konferieren bald,524|658|659|96|updates-geopolitics-de|global-diplomacy-de|weltkrieg-stoppen,
75640,2021-06-21,publish,dave,"Video: Interview with Mayor David Castro of Cedros, Honduras",allgemein,
75652,2021-06-22,publish,tobi,Schweiz: Vor allem junge Menschen stimmten gegen das CO2-Gesetz,524|551|635|95,
75656,2021-06-22,publish,mjfreeman,"Russian Call for Four-Power Strategic Dialogue, U.S.-Russia-India-China",china|updates-development|updates|global-diplomacy|india|russia|united-states,
75668,2021-06-22,publish,mjfreeman,Africa Enters 3rd Wave; Equitable Vaccine Distribution Could Have Prevented It,covid-19|updates-development|updates|healthcare-updates-development|healthcare,
75680,2021-06-22,publish,malene,"Censorship and Psy-War, Courtesy of the City of London",allgemein|updates|harley_schlanger_daily_update,
75703,2021-06-23,publish,mjfreeman,"Putin Commemorates 80th Anniversary of ‘Great Patriotic War,’ Urges for Collaboration with Europe",updates|global-diplomacy|history|russia,
75716,2021-06-23,publish,mjfreeman,World Food Program Warns: 41 Million People at Famine’s Door,agriculture|updates-development|updates|healthcare-updates-development|updates-war,
75728,2021-06-23,publish,dave,What Will It Take to Put the Trans-Atlantic War Hawks Out of Business?,harley_schlanger_daily_update,
75732,2021-06-23,publish,dave,"Webcast: Following Geneva, Putin Makes Generous Offer",hzl-webcast|hzl,
75744,2021-06-23,publish,madeleine,Putin macht Westen großzügiges Friedensangebot,438|471|updates-geopolitics-de|hzl-video-de|helga-zepp-larouche-de|webcast-de|webcast-mit-helga-zepp-larouche|weltkrieg-stoppen,
75747,2021-06-23,publish,madeleine,Helga Zepp-LaRouche lädt Sie ein!,hzl-video-de|helga-zepp-larouche-de,
75750,2021-06-23,publish,madeleine,Afrika wird von dritter Covid-Welle getroffen; eine gerechte Impfstoffverteilung hätte sie verhindern können,524|551|637|healthcare-de,
75575,2021-06-25,publish,dave,"Conference: For the Common Good of All People, Not Rules Benefiting the Few!",activity|activity-conference,
75752,2021-06-23,publish,madeleine,Führendes Mitglied des Valdai-Diskussionsklubs ruft zum strategischen Vier-Mächte-Dialog auf,524|551|658|659,
75756,2021-06-23,publish,dave,Panel 4 — The Coincidence of Opposites: The Only Truly Human Thought Process,allgemein,
75768,2021-06-24,publish,malene,"Lunacy of Brit geopoliticians, U.S. ""Deep State"" on Display in the Black Sea, U.S. Courtrooms",allgemein,
75770,2021-06-24,publish,mjfreeman,"El Salvador Government: Responsible for Clean Water, Decent Hospitals",agriculture|updates-development|el-salvador|updates|global-diplomacy|healthcare|healthcare-updates-development,
75782,2021-06-24,publish,mjfreeman,Leading Russian Think-Tank Posts Link to SI Conference,activity|updates|global-diplomacy|activity-coverage|activity-conference|russia,
75796,2021-06-24,publish,mjfreeman,President Xi Talks With China Space Station Crew From Beijing Aerospace Center,china|updates-development|updates|global-diplomacy|updates-space,
75808,2021-06-25,publish,malene,Brits on Renewed War Drive Following Putin-Biden Summit,allgemein|updates|harley_schlanger_daily_update,
75830,2021-06-25,publish,mjfreeman,Wang Yi Chairs Meet of Belt & Road Countries in the Asia Pacific Region,china|updates-development|updates|global-diplomacy|updates-bri|updates-wlb,
75847,2021-06-25,publish,mjfreeman,Brits Confirm: HMS Defender Deliberately Provoked Russia,updates|updates-geopolitics|updates-war,
75860,2021-06-25,publish,mjfreeman,China Brings Its Space Vision to Hong Kong,china|updates-development|updates|global-diplomacy|updates-space,
75872,2021-06-25,publish,dave,Panel 2 — The Real Science Behind Climate Change: Why the World Needs Many More Terawatts of Energy,allgemein,
75908,2021-06-28,publish,malene,"As the Reign of the Imperial System Is Coming to an End, the Geopoliticians Escalate Their Provocations",allgemein|updates|harley_schlanger_daily_update,
75915,2021-06-29,publish,malene,"For Global Peace and Economic Cooperation, QUARANTINE the British Empire!",allgemein|updates|harley_schlanger_daily_update,
75919,2021-06-29,publish,madeleine,Gabon Made To Mortgage Its Future for `Carbon Credits’,updates-environmentalism|finance|allgemein|green-new-deal|power-energy,
75931,2021-06-29,publish,madeleine,Henry Jackson Society: Britain Should Show Leadership Against `Russian Aggression’,counterintelligence|allgemein|updates-geopolitics|updates-war,
75992,2021-06-30,publish,madeleine,Henry Jackson Gesellschaft: Großbritannien sollte Führungsrolle gegen `Russische Aggression' zeigen,counterintelligence-de|updates-geopolitics-de|weltkrieg-stoppen,
75994,2021-06-30,publish,madeleine,Gabun verpfändet seine Zukunft für `Kohlenstoff-Zertifikate',grun-bedeutet-tod|37|635|95|counterintelligence-de|green-new-deal-de,
76002,2021-06-30,publish,dave,Harley Schlanger Daily Update: The Green New Deal Must Be Rejected,harley_schlanger_daily_update,
76005,2021-06-30,publish,madeleine,Unprecedented Support for Nuclear Power in Sweden,updates-development|updates-environmentalism|updates|green-new-deal|power-energy,
76018,2021-06-30,publish,madeleine,"G20 Matera Summit: Long on Rhetoric, Short on Solutions",finance|allgemein|updates|green-new-deal|healthcare,
76030,2021-06-30,publish,madeleine,"Beasley Calls on Branson, Musk, and Bezos for $6 Billion To End Starvation",agriculture|allgemein|updates|healthcare-updates-development|world-food-program,
76042,2021-06-30,publish,dave,Helga Zepp-LaRouche keynote: The Emergency Measures which Must Be Taken Now!,hzl-video|hzl,
76048,2021-06-30,publish,dave,"Webcast: Clarion Call from Schiller Institute Conference: Defeat the War Machine, Build a Political Order in the Interest of All",allgemein|hzl-webcast|hzl,
76060,2021-06-30,publish,madeleine,Konferenz des Schiller-Instituts: Kriegstreiber eliminieren und eine politische Ordnung im Interesse aller aufbauen,37|438|471|eine-neue-renaissance|hzl-video-de|helga-zepp-larouche-de|webcast-de|webcast-mit-helga-zepp-larouche|weltkrieg-stoppen,
76074,2021-06-30,publish,madeleine,"Grundsatzrede von Helga Zepp-LaRouche: „Die Sofortmaßnahmen, die jetzt ergriffen werden müssen!“",438|537|eine-neue-renaissance|hzl-text-de|hzl-video-de|helga-zepp-larouche-de|activity-conference-de|weltkrieg-stoppen,
76101,2021-07-01,publish,dave,"Putin: ""The Period of the Unipolar World is Gone""",allgemein,
76108,2021-07-01,publish,dave,Video: U.S.-China Relations: A Pathway for War Avoidance and Cooperation,activity|activity-conference,
76110,2021-07-01,publish,dave,Video: Why the Universe Needs MORE People,allgemein,
76123,2021-07-02,publish,dave,Friday Questions: Is the 4th of July Still Relevant today????,harley_schlanger_daily_update,
76135,2021-07-04,publish,madeleine,"President Bukele to Nuland: “Thanks, but We Have Our Own List”",allgemein,
76147,2021-07-04,publish,madeleine,Guangzhou -- Another Demonstration of China's Superior Public Health,allgemein,
76159,2021-07-04,publish,madeleine,Helga Zepp-LaRouche interviewed on CGTN's Asia Today,activity|allgemein|updates-geopolitics|global-diplomacy|hzl-coverage|hzl-video|hzl|updates-wlb|updates-war,
76235,2021-07-05,publish,madeleine,Helga Zepp-LaRouche im Interview mit dem chinesischen Fernsehsender CGTN,37|438|526|530|531|537|539|659|96|activity-de|location-china-de|location-germany-de|hzl-coverage-de|hzl-text-de|hzl-video-de|helga-zepp-larouche-de|activity-coverage-de|weltkrieg-stoppen,
76237,2021-07-05,publish,madeleine,Guangzhou – China demonstriert ein weiteres mal die Überlegenheit seines Gesundheitswesens,healthcare-de,
76239,2021-07-05,publish,madeleine,"G20-Gipfel in Matera: Lange Rhetorik, zu wenig Lösungen",37|524|635|637,
76241,2021-07-05,publish,madeleine,"David Beasley ruft Branson, Musk und Bezos auf, 6 Milliarden Dollar zu spenden, um die Hungersnot zu beenden",37|524,
76250,2021-07-05,publish,madeleine,Mexico and Argentina Coordinate Through CELAC to Distribute Vaccines to Ibero-America and the Caribbean,allgemein|healthcare,
76253,2021-07-05,publish,madeleine,Taikonauts Successfully Complete First Space Walk From Tianhe Station,allgemein|updates-space,
76265,2021-07-05,publish,dave,Video: Central Bank Regime Change: Then and Now,allgemein,
76278,2021-07-06,publish,madeleine,Mexiko und Argentinien koordinieren über die CELAC die Verteilung von Impfstoffen an Lateinamerika und die Karibik,37|637|healthcare-de,
76280,2021-07-06,publish,madeleine,Taikonauten absolvieren erfolgreich ersten Weltraumspaziergang von der Tianhe-Station,37|544|updates-space-de,
76282,2021-07-06,publish,madeleine,Video: Regimewechsel der Zentralbanken: Damals und heute,grun-bedeutet-tod|37|green-new-deal-de|updates-finance-de,
76299,2021-07-06,publish,madeleine,Video:  „Warum das Universum mehr Menschen braucht”,grun-bedeutet-tod|updates-development-de|eine-neue-renaissance|green-new-deal-de,
76301,2021-07-06,publish,malene,How Continued Adherence to British Imperial Geopolitics Caused the Afghan Debacle,allgemein|updates|harley_schlanger_daily_update,
76302,2021-07-06,publish,madeleine,David Beasley to Musk and Bezos: We Need You NOW to Stop Starvation!,agriculture|allgemein|updates,
76314,2021-07-06,publish,madeleine,Chinese Scientists “Reinvent” the Potato to Feed More People,agriculture|allgemein|updates|studies-science,
76328,2021-07-06,publish,madeleine,"Chinesische Wissenschaftler „erfinden“ die Kartoffel neu, um mehr Menschen zu ernähren",37|524|565,
76331,2021-07-06,publish,madeleine,"David Beasley an Musk und Bezos: Wir brauchen Sie jetzt, um den Hunger zu stoppen!",37|524,
76333,2021-07-07,publish,dave,Helga Zepp-LaRouche on ChinaPlus ‘World Today’ Program,allgemein,
76335,2021-07-07,publish,dave,Countermoves to Imperial Geopolitical Provocations Emerge: Will the U.S. Remain Under Control of the Davos Billionaires?,harley_schlanger_daily_update,
76337,2021-07-07,publish,dave,"Webcast: A World Without Geopolitics Beckons: After the Afghan Debacle, Have We Learned Our Lesson Yet?",hzl-webcast|hzl,
76361,2021-07-07,publish,dave,"Video: Time to End the ""Rules"" Based Order — Restore the Common Good",allgemein,
76386,2021-07-07,publish,madeleine,"Merkel, Macron und Xi machen etwas richtig!",438|471|hzl-video-de|helga-zepp-larouche-de|webcast-de|webcast-mit-helga-zepp-larouche,
76398,2021-07-08,publish,malene,More British Provocations Signal the Panic Gripping Those Running the Empire,allgemein|updates|harley_schlanger_daily_update,
76401,2021-07-08,publish,mjfreeman,WHO Briefers Angry at Lack of Health Infrastructure in the War vs. COVID-19,covid-19|updates|updates-geopolitics|healthcare-updates-development,
76413,2021-07-08,publish,mjfreeman,NASA’s Mars Helicopter Flies an Even More Daring Mission,updates-development|updates|updates-space,
76425,2021-07-08,publish,mjfreeman,"Winners in New `Global Minimum Corporate Tax: Tech Giants, London `Offshore'",finance|updates|updates-geopolitics,
76437,2021-07-08,publish,mjfreeman,Brzezinski’s Nightmare: a `Khyber Pass Development Corridor’,updates-development|updates|updates-bri|updates-wlb,
76450,2021-07-09,publish,madeleine,Brzezinskis Alptraum: ein `Khyber-Pass-Entwicklungskorridor',afghanistan-allgemein-de|die-weltlandbrucke-bauen|updates-development-de|updates-de|updates-geopolitics-de|global-diplomacy-de|neue-seidenstrasse|weltkrieg-stoppen,
76458,2021-07-09,publish,madeleine,"Helga Zepp-LaRouche bei „World Today""",china-de|location-china-de|updates-de|updates-geopolitics-de|global-diplomacy-de|hzl-coverage-de|helga-zepp-larouche-de,
76460,2021-07-09,publish,malene,"Who Controls the Narratives Promoted by the ""Mainstream Media""?",allgemein|updates|harley_schlanger_daily_update,
76463,2021-07-09,publish,mjfreeman,Fauci: 99.2% of June U.S. COVID Deaths Were Unvaccinated People,covid-19|updates|healthcare-updates-development|healthcare,
76466,2021-07-09,publish,mjfreeman,"LaRouche Legacy Foundation announces online seminar:   So, Are You Finally Willing to Learn Economics?",updates-culture|updates-development|allgemein|updates|lyndon-larouche-legacy,
76509,2021-07-10,publish,mjfreeman,UN Warns of 'High Food Price Hot Spots' in Africa; Hyperinflation In Many Countries,agriculture|updates-development|allgemein|updates|updates-geopolitics|healthcare-updates-development,
76531,2021-07-10,publish,mjfreeman,Russia Denounces Sanctions on Syria as “Collective Punishment”,color-revolutions|allgemein|updates|updates-geopolitics|global-diplomacy|russia|updates-war,
76576,2021-07-10,publish,madeleine,"LaRouche Legacy Foundation veranstaltet Internetseminar: Sind Sie endlich bereit, etwas über Wirtschaft zu lernen?",37|524|551|94|updates-development-de|eine-neue-renaissance|updates-de,
76579,2021-07-10,publish,madeleine,Video - Eine Welt ohne Geopolitik im Blick: Haben wir nach dem Afghanistan-Debakel unsere Lektion gelernt?,afghanistan-allgemein-de,
76592,2021-07-10,publish,madeleine,Helga Zepp-LaRouche - Afghanistan am Scheideweg: „Totenacker für Imperien“ oder Beginn einer neuen Ära?,afghanistan-allgemein-de|color-revolutions-de|die-weltlandbrucke-bauen|updates-development-de|updates-geopolitics-de|global-diplomacy-de|hzl-text-de|hzl-video-de|helga-zepp-larouche-de|weltkrieg-stoppen,
76609,2021-07-11,publish,tobi,Helga Zepp-LaRouche - AFGHANISTAN AT A CROSSROADS: Graveyard for Empires or Start of a New Era?,33|436|481|483|508|520|633|639|color-revolutions|updates-development|allgemein|updates-geopolitics|global-diplomacy|hzl-text|hzl-video|hzl|updates-bri|updates-wlb|updates-war,
76648,2021-07-11,publish,madeleine,UN warnt vor „Preis-Hotspots“ in Afrika; Hyperinflation in vielen Ländern,37|524|530|551,
76674,2021-07-12,publish,malene,"Can Diplomacy Work, or Is More War An Inevitable Destiny?",allgemein|updates|harley_schlanger_daily_update,
76683,2021-07-12,publish,madeleine,Zepp-LaRouche on Afghanistan: ‘The New Name for Peace Is Development’,color-revolutions|allgemein|updates|updates-geopolitics|global-diplomacy|updates-war,
76700,2021-07-12,publish,madeleine,Zepp-LaRouche zu Afghanistan: Der neue Name für Frieden ist Entwicklung,afghanistan-allgemein-de|color-revolutions-de|die-weltlandbrucke-bauen|updates-development-de|updates-de|updates-geopolitics-de|global-diplomacy-de|helga-zepp-larouche-de|neue-seidenstrasse|weltkrieg-stoppen|updates-wlb-de,
76714,2021-07-13,publish,madeleine,"Fauci: 99,2% der COVID-Todesfälle im Juni in den USA waren ungeimpfte Menschen",524|637|healthcare-de,
76716,2021-07-13,publish,madeleine,"Rußland verurteilt Sanktionen gegen Syrien als ""Kollektivbestrafung""",37|524|530|636|659|96|updates-de|global-diplomacy-de|stoppt-die-sanktionen,
76752,2021-07-13,publish,malene,Use Afghan Withdrawal to End U.S. Slavery to British Imperial Geopolitics,allgemein|updates|harley_schlanger_daily_update,afghanistan|british empire|geopolitics
76755,2021-07-14,publish,malene,"To End The Era Of ""Endless Wars"", Dump ""The Special Relationship""",allgemein|updates|harley_schlanger_daily_update,
76760,2021-07-14,publish,mjfreeman,Helga Zepp-LaRouche Briefs China Plus ‘World Today’ Program—‘The New Name for Peace Is Development’,china|updates-development|updates|global-diplomacy|healthcare-updates-development|hzl-coverage|hzl-text|hzl|updates-bri|russia|updates-wlb|updates-war,
76772,2021-07-14,publish,mjfreeman,Russian Academic Identifies Mackinder Geopolitics as Enemy of Russia and China,china|allgemein|updates|updates-geopolitics|global-diplomacy|russia|updates-war,
76773,2021-07-14,publish,madeleine,Helga Zepp-LaRouche bei „World Today“ auf China Radio International (CRI): „Der neue Name für Frieden heißt Entwicklung!“,afghanistan-allgemein-de|china-de|coverage-de|coverage-de-2|updates-de|hzl-video-de|helga-zepp-larouche-de|activity-coverage-de|stoppt-die-sanktionen,
76788,2021-07-15,publish,malene,What Does a Global Systemic Collapse Look Like?,allgemein|updates|harley_schlanger_daily_update,
76791,2021-07-15,publish,mjfreeman,Indonesia Surges Past India in New Covid Cases Per Day,covid-19|updates-development|updates|healthcare-updates-development|healthcare,
76803,2021-07-15,publish,mjfreeman,South African Riots Are Major Destabilization of this BRICS Nation,updates-brics|updates-development|updates|updates-geopolitics|so-africa|updates-war,
76815,2021-07-15,publish,mjfreeman,UN Sec. General Guterres: The World Needs 11 Billion Doses to Vaccinate 70% of The Population to Defeat the Pandemic,covid-19|updates-development|updates|healthcare-updates-development|healthcare,
76827,2021-07-15,publish,mdobrodt,Webcast: Great Opportunity to Learn from 50 Years of Strategic Insanity,updates-geopolitics|hzl-video|hzl-webcast|hzl,
76830,2021-07-15,publish,dave,Conference: There Is No ‘Climate Emergency’—Apply the Science and Economics of Development to Stop Blackouts and Death,allgemein,
76906,2021-07-15,publish,dave,"Seminar Invitation: So, Are You Finally Willing to Learn Economics?",allgemein,
76936,2021-07-16,publish,tobi,Dialog mit Helga Zepp-LaRouche: Afghanistan kann ein Neubeginn werden,afghanistan-allgemein-de|die-weltlandbrucke-bauen|updates-development-de|updates-de|updates-geopolitics-de|global-diplomacy-de|hzl-video-de|helga-zepp-larouche-de|neue-seidenstrasse|updates-finance-de|webcast-de|webcast-mit-helga-zepp-larouche|weltkrieg-stoppen,
76981,2021-07-16,publish,malene,"""There They Go Again"": British Intelligence Launches New Smear Against Putin, Trump",allgemein|updates|harley_schlanger_daily_update,
76994,2021-07-16,publish,mjfreeman,"Russian UN Energy Forum in Run-up to Glasgow COP26 - Look to Nuclear, Hydro",activity|china|updates-development|updates|power-energy|russia,
77086,2021-07-17,publish,mjfreeman,Flurry of Diplomatic Activity Around SCO Foreign Ministers’ Meeting Takes Up Belt and Road Projects,updates-brics|updates-development|updates|updates-finance|updates-bri|updates-wlb,
77098,2021-07-17,publish,mjfreeman,CGTN Publishes Helga Zepp-LaRouche Opinion Piece on ‘COVID Resilience Rankings’,covid-19|updates-development|updates|updates-geopolitics|healthcare-updates-development|healthcare|hzl-text|hzl,
77110,2021-07-19,publish,malene,Catastrophic Floods in Germany Caused by Failure to Invest in Infrastructure!,allgemein|updates|harley_schlanger_daily_update,
77113,2021-07-20,publish,malene,Shut Down Government and Private-Sector Cyber Spying,allgemein|updates|harley_schlanger_daily_update,
77117,2021-07-21,publish,mjfreeman,`The Place Where These Rivals Can Work Together’: Afghanistan,afghanistan|china|updates-development|updates|global-diplomacy|updates-bri|pakistan-global-diplomacy|russia|updates-wlb,
77129,2021-07-21,publish,mjfreeman,China National Nuclear Has Started Construction of `SMR’,china|updates-development|updates|power-energy,
77141,2021-07-21,publish,malene,"How to Defeat the ""Great Reset"" and the ""Green New Deal"", and the Criminal Cabal Trying to Impose Them",allgemein|updates|harley_schlanger_daily_update,
77144,2021-07-21,publish,mjfreeman,Insane U.S. “Wind Corridor” Is Also Top “Food Corridor”—Starve in the Dark,agriculture|updates-development|updates-environmentalism|updates|updates-geopolitics|green-new-deal,
77157,2021-07-21,publish,mjfreeman,"Lavrov: Developing Central Asia, Afghanistan Opens “New Vistas” for Eurasian Continent; U.S. Participation Needed",afghanistan|updates-development|updates|global-diplomacy|updates-bri|russia|united-states,
77169,2021-07-21,publish,dave,Webcast: Learn from the Present Crises: There is No Need for a Systemic Breakdown,allgemein|hzl-webcast|hzl,
77181,2021-07-21,publish,madeleine,Webcast: Nach der Jahrhundertflut: Aufbauprogramm für ganz Deutschland!,grun-bedeutet-tod|37|438|471|die-weltlandbrucke-bauen|green-new-deal-de|hzl-video-de|helga-zepp-larouche-de|updates-finance-de|webcast-de|webcast-mit-helga-zepp-larouche,
77201,2021-07-22,publish,mjfreeman,State Department Admits Sanctions Would Not Prevent Nord Stream 2,updates-development|allgemein|updates|germany|power-energy|united-states,
77216,2021-07-22,publish,mjfreeman,Amb. Antonov on U.S. Media Fake News about Russian Foreign Policy,updates-development|updates|updates-geopolitics|global-diplomacy|power-energy|russia|united-states,
77251,2021-07-23,publish,mjfreeman,Southeast Asia in COVID Explosion,covid-19|updates-development|allgemein|updates|healthcare|healthcare-updates-development,
77264,2021-07-23,publish,mjfreeman,Egypt Prioritizes Nuclear in Future Energy Mix,updates-development|egypt|allgemein|updates|global-diplomacy|power-energy,
77287,2021-07-23,publish,mjfreeman,Railway Service in Europe Seriously Disrupted by Floods,updates-development|finance|allgemein|updates|updates-geopolitics|germany|global-diplomacy,
77412,2021-07-25,publish,mjfreeman,RIAC Analyst Believes Geo-Economics Is Overtaking Geopolitics in Central Asia,afghanistan|china|updates-development|updates|updates-geopolitics|global-diplomacy|india|pakistan-global-diplomacy|russia|united-states|updates-war,
77424,2021-07-25,publish,mjfreeman,UN Syria Envoy in Moscow; Lavrov: End “Suffocating Sanctions”,allgemein,
77436,2021-07-25,publish,mjfreeman,WFP Beasley To Bezos: ‘The Sky Is No Longer the Limit’--Let’s End Hunger!,agriculture|updates-development|finance|updates|global-diplomacy|healthcare-updates-development|sanctions,
77448,2021-07-25,publish,mjfreeman,Beethoven: Sparks of Joy!,updates|updates-music,
77584,2021-07-28,publish,mjfreeman,Bolivian President: A Fight for ‘Scientific Bolivia’ Is a Fight for the Future,bolivia|updates-development|updates|global-diplomacy|power-energy|russia|updates-space,
77596,2021-07-28,publish,mjfreeman,Latin American and Caribbean Space Agency Formally Launched,argentina|bolivia|costa-rica|updates-development|ecuador|updates|mexico|paraguay|updates-space,
77609,2021-07-28,publish,mjfreeman,COVID Delta Variant Explodes in Africa as It Soars in Asia and Ibero-America Too,covid-19|updates-development|updates|updates-geopolitics|healthcare|healthcare-updates-development,
77621,2021-07-28,publish,mjfreeman,Uzbek President Evokes Central and South Asia’s Historic Contributions to Humanity to Spur Its Development Today,updates-culture|updates-development|updates|global-diplomacy|uzbekistan,
77634,2021-07-29,publish,mjfreeman,So. Korea Plans: Producing Up to 1 Billion Vaccines in 2022,covid-19|updates-development|updates|global-diplomacy|healthcare-updates-development|healthcare|south-korea|united-states,
77646,2021-07-29,publish,mjfreeman,Kurchatov Institute To Create a Joint Russia-Belarus Scientific Research Center,belrus|updates-development|updates|global-diplomacy|healthcare-updates-development|power-energy|russia|updates-space,
77668,2021-07-29,publish,dave,Webcast: Behind the Green New Deal— Hjalmar Schacht,allgemein,
77680,2021-07-29,publish,madeleine,Webcast: Hinter dem Green Deal - Hjalmar Schacht,grun-bedeutet-tod|37|hzl-video-de|helga-zepp-larouche-de|webcast-de|webcast-mit-helga-zepp-larouche,
77697,2021-07-29,publish,mjfreeman,Conference—Afghanistan: A Turning Point in History After the Failed Regime-Change Era,activity|updates-development|updates|updates-geopolitics|global-diplomacy|hzl|activity-conference|activity-economic,
77842,2021-08-01,publish,mjfreeman,WFP's Beasley to Rome World Food Systems Pre-summit: A Mere $40B a Year Ends All Hunger by 2030,agriculture|updates-development|updates|global-diplomacy|healthcare-updates-development|world-food-program,
77854,2021-08-01,publish,mjfreeman,Schiller Institute Afghanistan Webinar: Circulate a Common Interest Development Program Right Away,activity|afghanistan|china|updates-development|updates|updates-geopolitics|global-diplomacy|hzl|italy|activity-conference|activity-economic|pakistan-global-diplomacy|russia|committee-for-the-coincidence-of-opposites|united-states,
77910,2021-08-02,publish,madeleine,Beasley in Rom: Mit nur 40 Milliarden Dollar pro Jahr wird der Hunger bis 2030 beseitigt,524|551|659|healthcare-de,
77912,2021-08-02,publish,madeleine,Afghanistan-Internetkonferenz des Schiller-Instituts: Ein Entwicklungsprogramm sofort in Angriff nehmen,activity-de|afghanistan-allgemein-de|brics-de-4|die-weltlandbrucke-bauen|studies-economic-de|updates-development-de|neue-seidenstrasse|activity-conference-de|weltkrieg-stoppen,
77920,2021-08-02,publish,malene,The Opportunity Offered by Afghanistan,allgemein,
77925,2021-08-02,publish,mjfreeman,"Death by Starvation: 400,000 to Die in Ethiopia by Thanksgiving",agriculture|updates-development|updates|updates-geopolitics|global-diplomacy|world-food-program,
77937,2021-08-02,publish,mjfreeman,NASA’s Goddard Institute Pours Cold Water on Climate Change Sales Pitch,updates-development|updates|updates-geopolitics|green-new-deal,
77950,2021-08-02,publish,madeleine,Helga Zepp-LaRouches Rede auf Afghanistan-Internetkonferenz,activity-de|afghanistan-allgemein-de|die-weltlandbrucke-bauen|eine-neue-renaissance|hzl-video-de|helga-zepp-larouche-de|neue-seidenstrasse|weltkrieg-stoppen,
77976,2021-08-03,publish,madeleine,Tod durch Verhungern: 400.000 Menschen werden bis zum Erntesaisonende in Äthiopien sterben,524|530|551|659|healthcare-de,
77978,2021-08-03,publish,madeleine,Das Goddard-Institut der NASA schüttet kaltes Wasser auf die Verkaufsmasche ‚Klimawandel‘,grun-bedeutet-tod|524|530|551|635|green-new-deal-de,
77987,2021-08-03,publish,malene,Is the Biden Administration Moving to Repair Relations with China and Russia?,allgemein,
78058,2021-08-03,publish,madeleine,"Prof. Pino Arlacchi: „Opium in Afghanistan ausrotten; moderne Landwirtschaft entwickeln; die Nation jetzt aufbauen""",afghanistan-allgemein-de,
78088,2021-08-04,publish,malene,"Great Reset, Green New Deal Collapsing, Along With Economy",allgemein|updates|harley_schlanger_daily_update,
78091,2021-08-05,publish,madeleine,Webcast: Scheitern des neoliberalen Systems überall offensichtlich!,hzl-video-de|helga-zepp-larouche-de|webcast-de|webcast-mit-helga-zepp-larouche,
78104,2021-08-05,publish,malene,How British Geopolitical Manipulation Leads to War,allgemein|updates|harley_schlanger_daily_update,
78106,2021-08-05,publish,mjfreeman,28 Nations Participate in China's Belt and Road Partnership on COVID Vaccines Cooperation,afghanistan|china|covid-19|updates-development|updates|global-diplomacy|healthcare|healthcare-updates-development|updates-bri|pakistan-global-diplomacy|uzbekistan,
78109,2021-08-05,publish,mjfreeman,"Climate Models: With Enough 'Free Parameters,' Data Will Confess to Anything",updates-development|updates-environmentalism|updates|updates-geopolitics|green-new-deal,
78122,2021-08-05,publish,madeleine,Klimamodelle: Mit genügend „freien Parametern“ kann man aus den Daten alles ableiten,grun-bedeutet-tod|524|530|551|635|95|green-new-deal-de,
78124,2021-08-05,publish,madeleine,28 Nationen arbeiten mit China bei COVID-Impfstoffen zusammen,448|524|551|637|658|659|bri-de|china-de|die-weltlandbrucke-bauen|global-diplomacy-de|healthcare-de|neue-seidenstrasse,
78126,2021-08-05,publish,madeleine,UN-Sicherheitsrat drängt einmütig auf eine politische Lösung für Afghanistan,afghanistan-allgemein-de|global-diplomacy-de,
78131,2021-08-05,publish,mjfreeman,Florida and Texas Governors Stand Up for the Right To Die of COVID,covid-19|updates|healthcare-updates-development|healthcare,
78143,2021-08-05,publish,mjfreeman,China Institutes More Stringent Measures To Combat New COVID Outbreaks,china|covid-19|updates|healthcare|healthcare-updates-development,
78155,2021-08-05,publish,mjfreeman,UN Security Council Unanimously Pushes for Afghan Political Solution,afghanistan|china|france|updates|updates-geopolitics|global-diplomacy|russia|united-states|updates-war,
78191,2021-08-06,publish,malene,Fed Feeds Inflation with New Repo Move,allgemein|updates|harley_schlanger_daily_update,
78196,2021-08-06,publish,mjfreeman,"Fed Looks Like Losing Control of Interbank Lending, as in September 2019",updates-development|finance|updates,
78208,2021-08-06,publish,mjfreeman,World Health Organization: COVID-19 Vaccine Rollout To Accelerate in Africa,covid-19|updates|healthcare-updates-development|healthcare,
78220,2021-08-06,publish,mjfreeman,Afghanistan: the Role of the Neighboring Countries in Development,activity|afghanistan|updates-development|finance|updates|pakistan-global-diplomacy|uzbekistan,
