id,post_type,title,tokens,flags
98538,post,"Schiller-Insitut Bericht vom Rußland-Afrika Gipfel in St. Petersburg: Der westliche Kolonialismus ist vorbei!","{""call_to_action_big"":1}",
99395,page,"International Peace Coalition",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
100354,post,"Nein, eine Grenze hat Tyrannenmacht! Unterstützt die mutigen Retter Deutschlands!","{""testimonial"":1}",
100489,post,"Helga Zepp-LaRouche: 2024-2074 - Ein neues Paradigma für die kommenden 50 Jahre","{""toggle"":1}",
100773,post,"Petition: Internationaler Aufruf zur Aufhebung der Sanktionen gegen die Zusammenarbeit im Bereich des kulturellen Erbes","{""toggle"":3}",
100780,post,"Paris Schiller Institute to Stage Afghan Civil Society Protest Exposing UNESCO Sanctions Against Cultural Heritage Cooperation","{""toggle"":2}",
100797,post,"Pariser Schiller-Institut organisiert Protestveranstaltung der afghanischen Zivilgesellschaft gegen die UNESCO-Sanktionen gegen die Zusammenarbeit im Bereich des kulturellen Erbes","{""button"":1,""toggle"":3}",
101091,post,"Internetkonferenz: Der Oasenplan: Die LaRouche-Lösung für Frieden durch Entwicklung","{""button"":5,""toggle"":17,""info_box"":1,""tabs"":1}",
101206,post,"International Experts Warn of Danger of Nuclear War Today","{""toggle"":1}",
101412,post,"Leading Palestinian Doctor and Peace Activist Gives Interview to Schiller Institute: ‘I Shall Not Hate’","{""call_to_action_big"":1,""toggle"":1}",
101678,post,"Ein Interview mit S.E. Botschafter Prof. Dr. Manuel Hassassian: Frieden und Unabhängigkeit für Palästina und der Oasenplan","{""hr"":1,""one_half"":1,""one_half_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
102333,post,"International Peace Coalition #49: ‘There Is Goodness in the Universe, and That Will Prevail’","{""toggle"":1}",
102350,post,"„Es gibt Gutes im Universum, und es wird sich durchsetzen“ - Ein Bericht vom 49. Treffen der Internationalen Friedenskoalition","{""one_third"":1,""two_third_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
102437,post,"French Schiller Institute–FAACA Conference: ‘China-Africa Cooperation in the Fight To Eliminate Poverty’","{""blockquote"":1}",
102595,post,"Internetkonferenz des Schiller Instituts: Die Welt am Abgrund: Für einen neuen Westfälischen Frieden!","{""hr"":1,""toggle"":25,""info_box"":1}",
103547,post,"Rußland: Kampf gegen neokoloniale Praktiken","{""one_half"":2,""one_half_last"":2}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
103952,post,"Internationale Friedenskoalition - Am Vorabend des Weltkriegs: Wir sprechen ohne Furcht","{""call_to_action_big"":1}",
104042,post,"„Wir müssen über unseren Schatten springen“ - Bericht vom 64. Treffen der Internationalen Friedenskoalition am 23. August 2024","{""call_to_action_big"":2}",
104424,post,"NATO-Blutsauger heulen auf","{""button"":2,""info_box"":2}",
104480,post,"Atomkriegsgefahr wird zum Thema im US-Präsidentschaftswahlkampf","{""button"":2,""info_box"":2}",
104557,post,"Putin kündigt überarbeitete Nukleardoktrin an; die Welt steht am Rande eines allgemeinen Krieges","{""button"":1,""info_box"":1}",
104787,post,"Die Ära des Wahnsinns muss beendet werden","{""button"":1,""info_box"":1}",
104906,post,"Ein Lösungsansatz, um zu verhindern, dass zwei regionale Krisen zum Dritten Weltkrieg führen","{""button"":1,""info_box"":1}",
105014,post,"Wo sind die mutigen Führungspersönlichkeiten? Greifen Sie mit Schönheit in die Geschichte ein","{""button"":2,""info_box"":2}",
105041,post,"Helga Zepp-LaRouche spricht auf BRICS-Konferenz in Lima, Peru","{""toggle"":1}",
105168,post,"Ungeachtet des Ausgangs der US-Wahlen …","{""button"":2,""info_box"":2}",
105267,post,"Konferenz: Im Geiste Schillers und Beethovens: Alle Menschen werden Brüder!","{""hr"":1,""toggle"":22}",
105317,post,"Nach den US-Wahlen: Schließen Sie sich der Internationalen Friedenskoalition an!","{""button"":2,""info_box"":2}",
105388,post,"Hört auf, die Welt zu schikanieren - wir brauchen einen Neuanfang","{""button"":2,""info_box"":2}",
105415,post,"Die kommenden 60 Tage sind die gefährlichsten Ihres Lebens","{""button"":2,""info_box"":2}",
105620,post,"Alle Menschen werden Brüder!","{""button"":2,""info_box"":2}",
106026,post,"Finden Sie die Vorstellung eines nuklearen Schlagabtauschs zwischen den USA und Russland beruhigend?","{""button"":2,""info_box"":2}",
106077,post,"Momentanes vs. dauerhaftes Überleben - IPC-Treffen, 20.12.2024","{""button"":2,""info_box"":2}",
106275,post,"Treffen der Internationalen Friedenskoalition, Freitag 3. Januar 2025","{""button"":2,""info_box"":2}",
106410,post,"Treffen der Internationalen Friedenskoalition, 10. Januar, 17.00 Uhr","{""button"":2,""info_box"":2}",
106552,post,"Treffen der Internationalen Friedenskoalition, 17. Januar, 17.00 Uhr","{""button"":2,""info_box"":2}",
106623,post,"Treffen der Internationalen Friedenskoalition, 24. Januar, 17.00 Uhr","{""button"":2,""info_box"":2}",
106722,post,"Treffen der Internationalen Friedenskoalition, 31. Januar, 17.00 Uhr","{""button"":2,""info_box"":2}",
106727,post,"The LaRouche Oasis Plan Endorsements: Peace Through Development for Palestine and Israel","{""wide_bar"":5,""one_third_last"":1,""two_third"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
106829,post,"Internationale Friedenskoalition #88, 7. Feb., 17.00 Uhr","{""button"":1,""info_box"":1}",
106922,post,"Internationale Friedenskoalition #89, 14. Feb., 17.00 Uhr","{""button"":1,""info_box"":1}",
107105,post,"Internationale Friedenskoalition #90, 21. Feb., 17.00 Uhr","{""button"":2,""info_box"":2}",
107252,post,"Internationale Friedenskoalition #91, 28. Feb., 17.00 Uhr","{""button"":1,""info_box"":1}",
107440,post,"Internationale Friedenskoalition #92, 7.3.2025, 17.00 Uhr","{""button"":1,""info_box"":1}",
107685,page,"The Oasis Plan - The LaRouche Solution for Southwest Asia","{""title_big"":1,""call_to_action_big"":1,""testimonial"":1,""wide_bar"":1,""one_half"":1,""one_half_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
107824,post,"Internationale Friedenskoalition #93, 14.3.2025, 16.00 Uhr MEZ","{""button"":1,""info_box"":1}",
107882,page,"Oasis Plan Concepts","{""title_big"":1,""button"":9,""call_to_action_big"":2,""wide_bar"":3,""one_half"":2,""one_half_last"":2}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
107997,page,"Videos / Articles / Press Releases","{""call_to_action_big"":2,""wide_bar"":2}",
108027,page,Endorsements,"{""call_to_action_big"":2,""info_box"":1,""wide_bar"":2}",
108163,page,"Organize and Take Action","{""call_to_action_big"":1,""wide_bar"":1,""one_half"":1,""one_half_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
108206,post,"Internationale Friedenskoalition #94, 21.3.2025, 16.00 Uhr MEZ","{""button"":1,""info_box"":1}",
108368,post,"Internationale Friedenskoalition #95, 28.3.2025, 16.00 Uhr MEZ","{""button"":1,""info_box"":1}",
108496,post,"Internationale Friedenskoalition #96, 4.4.2025, 17.00 Uhr MEZ","{""button"":1,""info_box"":1}",
108516,post,"An Oasis Plan for the Mutual Development of Southwest Asia - by Jacques Cheminade","{""applause"":1}",
108687,post,"Internationale Friedenskoalition #97, 11.04.25, 17 .00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
108752,post,"Was jetzt jedes Land tun muß","{""testimonial"":1}",
108956,post,"Internationale Friedenskoalition #98, 18.04.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
109012,post,"Internationale Friedenskoalition #99, 25.04.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
109131,post,"Internationale Friedenskoalition #100, 02.05.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
109296,post,"Internationale Friedenskoalition #101, 09.05.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
109457,post,"Internationale Friedenskoalition #102, 16.05.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
109716,post,"Internationale Friedenskoalition #104, 30.05.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
109890,page,"„Der Mensch ist nicht des Menschen Wolf“","{""title_big"":2,""wide_bar"":2}",
109959,post,"Internationale Friedenskoalition #105, 06.06.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
110046,page,"„Der Mensch ist nicht des Menschen Wolf“","{""title_big"":1}",
110095,page,"„Der Mensch ist nicht des Menschen Wolf“","{""title_big"":1}",
110200,page,"“Man Is Not a Wolf to Man”","{""wide_bar"":2}",
110232,post,"Internationale Friedenskoalition #106, 13.06.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
110440,post,"Internationale Friedenskoalition #107, 20.06.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
110618,post,"Internationale Friedenskoalition #108, 27.06.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
110722,post,"Internationale Friedenskoalition #109, 4.7.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
110950,post,"Internationale Friedenskoalition #111, 18.7.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
111133,post,"Internationale Friedenskoalition #112, 25.7.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
111265,post,"Internationale Friedenskoalition #113, 01.08.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
111368,post,"Internationale Friedenskoalition #114, 08.08.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
111590,post,"Internationale Friedenskoalition #115, 15.08.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
111696,post,"Internationale Friedenskoalition #116, 22.08.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
111764,post,"Internationale Friedenskoalition #117, 29.08.25, 17.00 Uhr (MEZ)","{""button"":1,""info_box"":1}",
111922,post,"Internationale Friedenskoalition #118, 5. September 2025, 18.30 MEZ","{""button"":1,""info_box"":1}",
112134,post,"Internationale Friedenskoalition #119, 12. September 2025, 17.00 Uhr MEZ","{""button"":1,""info_box"":1}",
112225,post,"Internationale Friedenskoalition #120, 19. September 2025, 17.00 Uhr MEZ","{""button"":1,""info_box"":1}",
112278,post,"Internationale Friedenskoalition #121, 26. September 2025, 17.00 Uhr MEZ","{""button"":1,""info_box"":1}",
112398,post,"Internationale Friedenskoalition #122, 03. Oktober 2025, 17.00 Uhr MEZ","{""button"":1,""info_box"":1}",
112458,post,"Internationale Friedenskoalition #123, 10. Oktober 2025, 17.00 Uhr MEZ","{""button"":1,""info_box"":1}",
112523,post,"Internationale Friedenskoalition #124, 17. Oktober 2025, 17.00 Uhr MEZ","{""button"":1,""info_box"":1}",
112627,post,"Internationale Friedenskoalition #125, 24. Oktober 2025, 17.00 Uhr MEZ","{""button"":1,""info_box"":1}",
112798,post,"Internationale Friedenskoalition #126, 31. Oktober 2025, 16.00 Uhr MEZ","{""button"":1,""info_box"":1}",
113030,post,"Internationale Friedenskoalition #128, 14.11.2025, 17.00 Uhr","{""button"":1,""info_box"":1}",
113166,post,"Internationale Friedenskoalition #129, 21.11.2025, 17.00 Uhr","{""button"":1,""info_box"":1}",
113252,post,"Internationale Friedenskoalition #130, 28.11.2025, 17.00 Uhr","{""button"":1,""info_box"":1}",
113392,post,"Internationale Friedenskoalition #131, 05.12.2025, 17.00 Uhr","{""button"":1,""info_box"":1}",
113524,post,"Internationale Friedenskoalition #132, 12.12.2025, 17.00 Uhr","{""button"":1,""info_box"":1}",
113663,post,"Internationale Friedenskoalition #133, 19.12.2025, 17.00 Uhr","{""button"":1,""info_box"":1}",
113821,post,"Internationale Friedenskoalition #134, 26.12.2025, 17.00 Uhr","{""button"":1,""info_box"":1}",
113883,post,"Internationale Friedenskoalition #135, 02.01.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
113994,post,"Internationale Friedenskoalition #136, 09.01.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
114176,post,"Internationale Friedenskoalition #137, 16.01.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
114265,post,"Internationale Friedenskoalition #138, 23.01.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
114370,post,"Internationale Friedenskoalition #139, 30.01.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
114486,post,"Internationale Friedenskoalition #140, 06.02.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
114726,post,"Internationale Friedenskoalition #141, 13.02.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
114861,post,"Internationale Friedenskoalition #142, 20.02.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
114979,post,"Internationale Friedenskoalition #143, 27.02.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
115110,post,"Internationale Friedenskoalition #144, 06.03.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
115264,post,"Internationale Friedenskoalition #145, 13.03.2026, 16.00 Uhr","{""button"":1,""info_box"":1}",
115530,post,"Internationale Friedenskoalition #146, 20.03.2026, 16.00 Uhr","{""button"":1,""info_box"":1}",
115622,post,"Internationale Friedenskoalition #147, 27.03.2026, 16.00 Uhr","{""button"":1,""info_box"":1}",
115773,post,"Internationale Friedenskoalition #148, 03.04.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
115974,post,"Internationale Friedenskoalition #149, 10.04.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
116054,post,"Internationale Friedenskoalition #150, 17.04.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
116137,post,"Internationale Friedenskoalition #151, 24.04.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
116331,post,"Internationale Friedenskoalition #152, 01.05.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
116466,post,"Internationale Friedenskoalition #153, 08.05.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
116659,post,"Internationale Friedenskoalition #155, 22.05.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
116757,post,"Internationale Friedenskoalition #156, 29.05.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
116848,post,"Internationale Friedenskoalition #157, 05.06.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
116999,post,"Internationale Friedenskoalition #158, 12.06.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
117124,post,"Internationale Friedenskoalition #159, 19.06.2026, 17.00 Uhr","{""button"":1,""info_box"":1}",
