yt_video_id,segment_index,playlist_id,conference_key,panel_title,case,kind,start_seconds,end_seconds,speaker_raw,person_key,country,affiliation,talk_title,title_autogenerated,agenda_json,chapters_json,source,upgrade_candidate,needs_review,notes,final_action,reviewer
vHJWfidcacQ,0,PLoHwt4KyUk5DwvYfiV1GzQRoWSdQcxcg8,2019-november-2019-soden,,5,full_session,,,"Jacques Cheminade: Can Europe play a key role in Science?",,,,"Jacques Cheminade: Can Europe play a key role in Science?",0,"[{""speaker_raw"":""Jacques Cheminade, President of Solidarité et Progrès, former Presidential Candidate, addresses the November 16-17, 2019 Schiller Institute conference in Bad Soden, Germany."",""person_key"":""jacques-cheminade"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
1tsZDgmWvRw,0,PLoHwt4KyUk5DwvYfiV1GzQRoWSdQcxcg8,2019-november-2019-soden,,4,full_session,,,"Educating a New Generation with LaRouche's Discoveries",,,,"Educating a New Generation with LaRouche's Discoveries",0,,,none,0,1,"no marks, no agenda",,
qDxilIhSJbw,0,PLoHwt4KyUk5BkTXvZW6BQzXUop4HiJyrA,2019-presidents-national-2019,,5,full_session,,,"The Frontiers of Science: Mankind's Future with Fusion and Space Exploration — Panel Three",,,,"The Frontiers of Science: Mankind's Future with Fusion and Space Exploration — Panel Three",0,"[{""speaker_raw"":""Kesha Rogers, LaRouchePAC Policy Committee, Former candidate for U.S. Congress — \""The Frontier of Space: Fulfilling Mankind's Destiny as Man in the Universe\"""",""person_key"":""kesha-rogers"",""affiliation"":"""",""country"":"""",""talk_title"":""The Frontier of Space: Fulfilling Mankind's Destiny as Man in the Universe""},{""speaker_raw"":""Thomas Wysmuller, Founding member of NASA The Right Climate Stuff — \""What NASA Has Done and Where NASA Is Going\"""",""person_key"":""thomas-wysmuller"",""affiliation"":"""",""country"":"""",""talk_title"":""What NASA Has Done and Where NASA Is Going""},{""speaker_raw"":""Larry Bell, Founder, Sasakawa International Center for Space Architecture, College of Engineering, University of Houston, — \""What Makes People Exceptional\"""",""person_key"":""larry-bell"",""affiliation"":"""",""country"":"""",""talk_title"":""What Makes People Exceptional""},{""speaker_raw"":""Benjamin Deniston, LaRouchePAC Scientific Research Team — \""LaRouche's Strategic Defense of Earth\"""",""person_key"":""benjamin-deniston"",""affiliation"":"""",""country"":"""",""talk_title"":""LaRouche's Strategic Defense of Earth""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
KQcQTMHG1KM,0,PLoHwt4KyUk5BkTXvZW6BQzXUop4HiJyrA,2019-presidents-national-2019,,1,talk,1626,4562,"Jacques Cheminade, president of the French party, Solidarité & Progrès — ""The Coming World of Lyndon LaRouche""",jacques-cheminade,,,"The Coming World of Lyndon LaRouche",0,,,yt-desc-leading,0,1,,,
KQcQTMHG1KM,1,PLoHwt4KyUk5BkTXvZW6BQzXUop4HiJyrA,2019-presidents-national-2019,,1,talk,4563,6125,"John Gong, Professor of Economics at the University of International Business and Economics, Beijing — ""Chinese Investment and American Infrastructure under the new Sino-US relations""",john-gong,,,"Chinese Investment and American Infrastructure under the new Sino-US relations",0,,,yt-desc-leading,0,1,,,
KQcQTMHG1KM,2,PLoHwt4KyUk5BkTXvZW6BQzXUop4HiJyrA,2019-presidents-national-2019,,1,talk,6126,6632,"H.E. Ambassador Vassily A. Nebenzia, Ambassador and Permanent Representative of The Russian Federation to the United Nations, presented by Counsellor Theodore Strzhizhovskiy, Mission of The Russian Federation to the UN — ""Prospects for East-West Collaboration: The Russian Federation's View""",vassily-a-nebenzia,,,"Prospects for East-West Collaboration: The Russian Federation's View",0,,,yt-desc-leading,0,1,,,
KQcQTMHG1KM,3,PLoHwt4KyUk5BkTXvZW6BQzXUop4HiJyrA,2019-presidents-national-2019,,1,talk,6633,8209,"William Binney, Former Technical Director, National Security Agency (NSA), USA",william-binney,,,,1,,,yt-desc-leading,0,1,,,
KQcQTMHG1KM,4,PLoHwt4KyUk5BkTXvZW6BQzXUop4HiJyrA,2019-presidents-national-2019,,1,talk,8210,9160,"Jason Ross, Schiller Institute co-author ""Extending the New Silk Road to West Asia and Africa"" — ""The Urgent Need for a New Paradigm in Africa""",jason-ross,,,"Extending the New Silk Road to West Asia and Africa",0,,,yt-desc-leading,0,1,,,
KQcQTMHG1KM,5,PLoHwt4KyUk5BkTXvZW6BQzXUop4HiJyrA,2019-presidents-national-2019,,1,talk,9161,13203,"Dennis Small, Executive Intelligence Review Ibero-America Editor — ""Justice for the World: Why Donald Trump Must Exonerate Lyndon LaRouche Now""",dennis-small,,,"Justice for the World: Why Donald Trump Must Exonerate Lyndon LaRouche Now",0,,,yt-desc-leading,0,1,,,
RqtZS8odIpA,0,PLoHwt4KyUk5BkTXvZW6BQzXUop4HiJyrA,2019-presidents-national-2019,,5,full_session,,,"The Aesthetic Education of Man for the Beauty of the Mind and the Soul – Panel Two",,,,"The Aesthetic Education of Man for the Beauty of the Mind and the Soul – Panel Two",0,"[{""speaker_raw"":""Benjamin Lylloff, arr: \""Mo Li Hua\"" (\""Jasmine Flower\"")"",""person_key"":""benjamin-lylloff"",""affiliation"":"""",""country"":"""",""talk_title"":""Mo Li Hua""},{""speaker_raw"":""Benjamin Lylloff, director"",""person_key"":""benjamin-lylloff"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""H.T. Burleigh, arr: \""Deep River\"""",""person_key"":""h-t-burleigh"",""affiliation"":"""",""country"":"""",""talk_title"":""Deep River""},{""speaker_raw"":""William L. Dawson, arr: \""Ev'ry Time I Feel the Spirit\"""",""person_key"":""william-l-dawson"",""affiliation"":"""",""country"":"""",""talk_title"":""Ev'ry Time I Feel the Spirit""},{""speaker_raw"":""Diane Sare, director"",""person_key"":""diane-sare"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Megan Beets, LaRouchePAC Scientific Research Team, \""Artistic and Moral Beauty\"""",""person_key"":""megan-beets"",""affiliation"":"""",""country"":"""",""talk_title"":""Artistic and Moral Beauty""},{""speaker_raw"":""Bruce Director, Secretary-Treasurer, US Schiller Institute"",""person_key"":""bruce-director"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Diane Sare, Managing Director of the Schiller Institute NYC Chorus, \""The Choral Principle\"""",""person_key"":""diane-sare"",""affiliation"":"""",""country"":"""",""talk_title"":""The Choral Principle""},{""speaker_raw"":""Johannes Brahms: \""Dem dunkeln Schoß der Heil'gen Erde\"""",""person_key"":""johannes-brahms"",""affiliation"":"""",""country"":"""",""talk_title"":""Dem dunkeln Schoß der Heil'gen Erde""},{""speaker_raw"":""Schiller Institute Chorus"",""person_key"":""schiller-institute-chorus"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""John Sigerson, director"",""person_key"":""john-sigerson"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""I. Allegro"",""person_key"":""i-allegro"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Schiller Institute Orchestra"",""person_key"":""schiller-institute-orchestra"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""John Sigerson, director"",""person_key"":""john-sigerson"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Soloists: Gregor Kitzis, violin; Laura Thompson, flute; My-Hoa Steger, piano"",""person_key"":""soloists-gregor-kitzis"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Ludwig van Beethoven: Choral Fantasia, Op. 80"",""person_key"":""ludwig-van-beethoven-choral-fantasia"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Schiller Institute Orchestra, Chorus, and Soloists"",""person_key"":""schiller-institute-orchestra"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""John Sigerson, director"",""person_key"":""john-sigerson"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""My-Hoa Steger, piano"",""person_key"":""my-hoa-steger"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
JWJuY---_oM,0,PLoHwt4KyUk5B2iUesv6EBeBrj6aDYdtbN,2018-paris-november-2018,,3,talk,,,"Helga Zepp-LaRouche in Paris: ""It's now or never for the New Silk Road""",helga-zepp-larouche-in-paris,,,"""It's now or never for the New Silk Road""",0,,,per-talk-video,0,1,"single speaker, whole video",,
kYw2UnN6WhM,0,PLoHwt4KyUk5B2iUesv6EBeBrj6aDYdtbN,2018-paris-november-2018,,4,full_session,,,"L'Institut Schiller lance son nouveau dossier sur les Nouvelles Routes de la soie",,,,"L'Institut Schiller lance son nouveau dossier sur les Nouvelles Routes de la soie",0,,,none,0,1,"no marks, no agenda",,
P5mocCDQ95w,0,PLoHwt4KyUk5B2iUesv6EBeBrj6aDYdtbN,2018-paris-november-2018,,3,talk,,,"Jacques Cheminade : l'esprit du Tianxia et la France",jacques-cheminade,,,"l'esprit du Tianxia et la France",0,,,per-talk-video,0,1,"single speaker, whole video",,
v9Z2UEFxHt0,0,PLoHwt4KyUk5B2iUesv6EBeBrj6aDYdtbN,2018-paris-november-2018,,4,full_session,,,"Le Plan en Chine, une idée neuve pour la France ?",,,,"Le Plan en Chine, une idée neuve pour la France ?",0,,,none,0,1,"no marks, no agenda",,
I9w__k6VKgg,0,PLoHwt4KyUk5B2iUesv6EBeBrj6aDYdtbN,2018-paris-november-2018,,4,full_session,,,"L'Afrique, la Chine de demain ?",,,,"L'Afrique, la Chine de demain ?",0,,,none,0,1,"no marks, no agenda",,
AlcOWUTugyY,0,PLoHwt4KyUk5B2iUesv6EBeBrj6aDYdtbN,2018-paris-november-2018,,4,full_session,,,"L'histoire chinoise des Routes de la soie",,,,"L'histoire chinoise des Routes de la soie",0,,,none,0,1,"no marks, no agenda",,
-Je6G2DaREs,0,PLoHwt4KyUk5B2iUesv6EBeBrj6aDYdtbN,2018-paris-november-2018,,4,full_session,,,"L'amitié France-Chine et les Nouvelles Routes de la soie",,,,"L'amitié France-Chine et les Nouvelles Routes de la soie",0,,,none,0,1,"no marks, no agenda",,
-CcTioYyvvw,0,PLoHwt4KyUk5B2iUesv6EBeBrj6aDYdtbN,2018-paris-november-2018,,5,full_session,,,"Les Nouvelles Routes de la soie, c'est maintenant ou jamais !",,,,"Les Nouvelles Routes de la soie, c'est maintenant ou jamais !",0,"[{""speaker_raw"":""Intervention d'Helga Zepp-LaRouche, présidente de l'Institut Schiller International, lors de la conférence de l'Institut Schiller France du 6 novembre 2018 à Paris, date du lancement du dossier en langue française \""Les Nouvelles Routes de la soie, Pont Terrestre Mondial - Pour en finir avec la géopolitique\""."",""person_key"":""intervention-d-helga-zepp-larouche"",""affiliation"":"""",""country"":"""",""talk_title"":""Les Nouvelles Routes de la soie, Pont Terrestre Mondial - Pour en finir avec la géopolitique""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
Xh9gVrUxh2A,0,PLoHwt4KyUk5AqCLdZY4emKBztbJdUfZvj,2018-sept-2018,,4,full_session,,,"The End of Colonialism: A New Shared Future for Humanity",,,,"The End of Colonialism: A New Shared Future for Humanity",0,,,none,0,1,"no marks, no agenda",,
pwxCmfSyzOs,0,PLoHwt4KyUk5AqCLdZY4emKBztbJdUfZvj,2018-sept-2018,,4,full_session,,,"China/African Cooperation is Truly a Win-Win Relationship",,,,"China/African Cooperation is Truly a Win-Win Relationship",0,,,none,0,1,"no marks, no agenda",,
iLE3NpFjz98,0,PLoHwt4KyUk5AqCLdZY4emKBztbJdUfZvj,2018-sept-2018,,4,full_session,,,"Question and Answer with Helga Zepp-LaRouche and Jason Ross",,,,"Question and Answer with Helga Zepp-LaRouche and Jason Ross",0,,,none,0,1,"no marks, no agenda",,
itZvULRSUHE,0,PLoHwt4KyUk5AqCLdZY4emKBztbJdUfZvj,2018-sept-2018,,4,full_session,,,"Reconciliation and in Rebuilding in Syria, as a Great Battle Looms in Idlib",,,,"Reconciliation and in Rebuilding in Syria, as a Great Battle Looms in Idlib",0,,,none,0,1,"no marks, no agenda",,
WrqFLO7MK_E,0,PLoHwt4KyUk5AqCLdZY4emKBztbJdUfZvj,2018-sept-2018,,5,full_session,,,"It's Time for Us All to Escape from the 'Trans-Atlanticism' Straitjacket",,,,"It's Time for Us All to Escape from the 'Trans-Atlanticism' Straitjacket",0,"[{""speaker_raw"":""James George Jatras, former U.S. diplomat and former advisor to the Republican Senate leadership."",""person_key"":""james-george-jatras"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
HQW57FOI2cc,0,PLoHwt4KyUk5AqCLdZY4emKBztbJdUfZvj,2018-sept-2018,,3,talk,,,"Roger Stone: It's a Fight for the Republic, Not the Two-Party Duopoly",roger-stone,,,"It's a Fight for the Republic, Not the Two-Party Duopoly",0,,,per-talk-video,0,1,"single speaker, whole video",,
6jESHzDKlNE,0,PLoHwt4KyUk5AqCLdZY4emKBztbJdUfZvj,2018-sept-2018,,4,full_session,,,"Question and Answers with Roger Stone and Helga Zepp-LaRouche",,,,"Question and Answers with Roger Stone and Helga Zepp-LaRouche",0,,,none,0,1,"no marks, no agenda",,
0J4P-y0VigE,0,PLoHwt4KyUk5AqCLdZY4emKBztbJdUfZvj,2018-sept-2018,,5,full_session,,,"The Belt and Road: World Cooperation for the Benefit of All",,,,"The Belt and Road: World Cooperation for the Benefit of All",0,"[{""speaker_raw"":""Dr. Xu Wenhong"",""person_key"":""xu-wenhong"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
AIHZ5Aq2D-s,0,PLoHwt4KyUk5AqCLdZY4emKBztbJdUfZvj,2018-sept-2018,,4,full_session,,,"We Are Keen for Friendship and Economic Partnership, No Matter How Difficult It May Seem",,,,"We Are Keen for Friendship and Economic Partnership, No Matter How Difficult It May Seem",0,,,none,0,1,"no marks, no agenda",,
GR5_fKudYQk,0,PLoHwt4KyUk5AqCLdZY4emKBztbJdUfZvj,2018-sept-2018,,4,full_session,,,"Be Passionate to Save Humanity Now—At this Historical Punctum Saliens",,,,"Be Passionate to Save Humanity Now—At this Historical Punctum Saliens",0,,,none,0,1,"no marks, no agenda",,
Dea2d0aYZtw,0,PLoHwt4KyUk5AqCLdZY4emKBztbJdUfZvj,2018-sept-2018,,4,full_session,,,"Towards a Four Power Agreement For a 'New Paradigm' of Development: Panel One",,,,"Towards a Four Power Agreement For a 'New Paradigm' of Development: Panel One",0,,,none,0,1,"no marks, no agenda",,
Yd26p4179IM,0,PLoHwt4KyUk5AqCLdZY4emKBztbJdUfZvj,2018-sept-2018,,4,full_session,,,"Towards a Four Power Agreement For a 'New Paradigm' of Development: Panel Two",,,,"Towards a Four Power Agreement For a 'New Paradigm' of Development: Panel Two",0,,,none,0,1,"no marks, no agenda",,
i4SlJy4KjEI,0,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,712,2837,"Helga Zepp-LaRouche, Chairwoman of the Schiller Institute",helga-zepp-larouche,,,,1,,,yt-desc-trailing,0,1,,,
i4SlJy4KjEI,1,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,2838,3679,"Vladimir Morozov, Program Coordinator, Russian International Affairs Council, Moscow",vladimir-morozov,,,,1,,,yt-desc-trailing,0,1,,,
i4SlJy4KjEI,2,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,3680,5176,"Dr. Xu Jian, Vice President of China Institute of International Studies (CIIS), Director of CIIS",xu-jian,,,,1,,,yt-desc-trailing,0,1,,,
i4SlJy4KjEI,3,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,5177,6574,"US State Senator Richard Black (video presentation)",us-state-senator-richard-black,,,,1,,,yt-desc-trailing,0,1,,,
i4SlJy4KjEI,4,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,6575,7603,"Lt. Col. (ret.) Ulrich Scholz, former NATO planner",lt-col-ulrich-scholz,,,,1,,,yt-desc-trailing,0,1,,,
i4SlJy4KjEI,5,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,7604,9215,"Colonel (ret.) Alain Corvez, International Consultant, former Counsellor for the French Defense and Interior Ministries",alain-corvez,,,,1,,,yt-desc-trailing,0,1,,,
i4SlJy4KjEI,6,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,9216,10659,"Roger Stone, US Political Strategist of the Trump Faction in the Republican Party",roger-stone,,,,1,,,yt-desc-trailing,0,1,,,
O-6e3dmzDoQ,0,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,206,884,"Hussein Askary, Southwest Asia Coordinator of the Schiller Institute",hussein-askary,,,,1,,,yt-desc-trailing,0,1,,,
O-6e3dmzDoQ,1,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,885,1461,"Wang Hao, Embassy of the People's Republic of China to the Federal Republic of Germany, 1st Secretary for Economy and Trade",wang-hao,,,,1,,,yt-desc-trailing,0,1,,,
O-6e3dmzDoQ,2,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,1462,2309,"H.E. Yusuf Maitama Tuggar, Ambassador of the Federal Republic of Nigeria to Germany",yusuf-maitama-tuggar,,,,1,,,yt-desc-trailing,0,1,,,
O-6e3dmzDoQ,3,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,2310,3677,"Mohammed Bila, Expert Modeler, Lake Chad Basin Observatory, Lake Chad Basin Commission",mohammed-bila,,,,1,,,yt-desc-trailing,0,1,,,
O-6e3dmzDoQ,4,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,3678,4871,"Amzat Boukari-Yabara, African Historian, General Secretary of the Panafrican League Umoja",amzat-boukari-yabara,,,,1,,,yt-desc-trailing,0,1,,,
O-6e3dmzDoQ,5,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,chaptered,4872,6059,"Current Situation and Challenges for Peace as Precondition for Reconstruction of Yemen, Representative of the Yemeni Association Insan for Human Rights and Peace",,,,,0,,,yt-desc-trailing,0,1,,,
O-6e3dmzDoQ,6,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,6060,7851,"Hussein Askary, Southwest Asia Coordinator of the Schiller Institute",hussein-askary,,,,1,,,yt-desc-trailing,0,1,,,
O-6e3dmzDoQ,7,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,chaptered,7852,9394,"Newly Appointed Undersecretary of State to the Ministry for Economic Development, Italy",,,,,0,,,yt-desc-trailing,0,1,,,
aC1KwHEBbIY,0,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,108,1756,"Jacques Cheminade, President of Solidarité et Progrès, France",jacques-cheminade,,,,1,,,yt-desc-trailing,0,1,,,
aC1KwHEBbIY,1,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,1757,3716,"Prof Hans Köchler, President of I.P.O.",hans-kochler,,,,1,,,yt-desc-trailing,0,1,,,
aC1KwHEBbIY,2,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,3717,5439,"Marco Zanni, Member of the European Parliament from Italy",marco-zanni,,,,1,,,yt-desc-trailing,0,1,,,
aC1KwHEBbIY,3,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,5440,9749,"Dr. Armin Azima, University of Hamburg",armin-azima,,,,1,,,yt-desc-trailing,0,1,,,
Ic8b23CxBSU,0,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,chaptered,654,1547,"How Eastern and South-Eastern Europe Can Participate in Creating a New Global Economic Miracle, Elke Fimmen, Schiller Institute",,,,,0,,,yt-desc-trailing,0,1,,,
Ic8b23CxBSU,1,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,1548,2793,"Prof. Ivo Christov, Member of Bulgarian Parliament",ivo-christov,,,,1,,,yt-desc-trailing,0,1,,,
Ic8b23CxBSU,2,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,2794,4235,"Folker Hellmeyer, Economist , Germany",folker-hellmeyer,,,,1,,,yt-desc-trailing,0,1,,,
Ic8b23CxBSU,3,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,4236,5804,"Duško Dimitrijević, Ph.D., Professorial Fellow, Institute of International Politics and Economics, Serbia",dusko-dimitrijevic,,,,1,,,yt-desc-trailing,0,1,,,
Ic8b23CxBSU,4,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,5805,7074,"Hans von Helldorff, Spokesman, Federal Association of the German Silk Road Initiative",hans-von-helldorff,,,,1,,,yt-desc-trailing,0,1,,,
Ic8b23CxBSU,5,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,chaptered,7075,8173,"of the Black Sea Economic Cooperation Organization (BSEC)",,,,,0,,,yt-desc-trailing,0,1,,,
Ic8b23CxBSU,6,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,1,talk,8174,15120,"Professor Nuraly Bekturganov, Vice President of Academy of Natural Sciences of Kazakhstan",nuraly-bekturganov,,,,1,,,yt-desc-trailing,0,1,,,
2cMi1WO6A_U,0,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,3,talk,,,"On the Ground Interview: Can US-Russia Cooperation be Developed?",on-the-ground-interview,,,"Can US-Russia Cooperation be Developed?",0,,,per-talk-video,0,1,"single speaker, whole video",,
91jgu9jPxaw,0,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,3,talk,,,"Zepp-LaRouche Keynote: The Coincidence of Opposites, the World of Tomorrow",zepp-larouche-keynote,,,"The Coincidence of Opposites, the World of Tomorrow",0,,,per-talk-video,0,1,"single speaker, whole video",,
WOAlJ9rH7zU,0,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,5,full_session,,,"The President Trump Europeans Do Not Know: Roger Stone Addresses Schiller Conference",,,,"The President Trump Europeans Do Not Know: Roger Stone Addresses Schiller Conference",0,"[{""speaker_raw"":""Roger Stone, a political strategist from the Trump faction in the Republican Party, addressed the June 30, 2018 Schiller Institute conference, presenting, \""The President Trump Europeans Do Not Know.\"" He denounced the \""evil two-party duopoly\"" that is, the power of the Bushes and the Clintons together with the eight years of the Obama Administration that have so alienated Americans from both parties that they voted an \""outsider\"" into the White House. The so-called \""Russiagate scandal,\"" Stone said, is just a smokescreen to mask the misuse of power by the duopoly against the Presidential nominee Trump that started already back in May 2016, at a time when Trump's nomination was not even certain. The duopoly collusion to hijack the 2016 election is still on, as is shown in in the harassment of Stone himself, which prevented him from attending this Schiller Institute conference in person. He went through the obvious role of British intelligence in the current operations against Trump."",""person_key"":""roger-stone"",""affiliation"":"""",""country"":"""",""talk_title"":""The President Trump Europeans Do Not Know.""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
loJFuj2WEKw,0,PLoHwt4KyUk5AJ48ftO4TDRM1GLZ4YmAIe,2018-june-july-conf-soden,,3,talk,,,"The True Interests of the United States: Senator Black Addresses Schiller Conference",the-true-interests-of-the-united-states,,,"Senator Black Addresses Schiller Conference",0,,,per-talk-video,0,1,"single speaker, whole video",,
90SAushN6qs,0,PLoHwt4KyUk5Azhj6f0_f7M1o3W2o-et59,2018-april-manhattan-dialogue-three,,5,full_session,,,"A Dialogue of Three Presidencies: Trump, Putin, Xi Jinping",,,,"A Dialogue of Three Presidencies: Trump, Putin, Xi Jinping",0,"[{""speaker_raw"":""On Saturday, April 7, Schiller institute founder Helga Zepp-LaRouche will keynote this conference to rally Americans to that optimistic perspective. Adopting the economic measures and outlook known as the LaRouche Four Laws while embracing the still-offered Chinese proposal, would provide the basis to deliver a rapid upshift in American productive employment, living standards, and the education of youth in the United States."",""person_key"":""on-saturday"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
SIvC_Kdvc4E,0,PLoHwt4KyUk5Azhj6f0_f7M1o3W2o-et59,2018-april-manhattan-dialogue-three,,5,full_session,,,"Africa's Bright Future on China's Belt and Road Initiative",,,,"Africa's Bright Future on China's Belt and Road Initiative",0,"[{""speaker_raw"":""Jason Ross, co-author of the Schiller institute Special Report, \""Extending The New Silk Road To West Africa And Asia: A Vision Of An Economic Renaissance,\"" delivers the second address of the April 7 International Schiller Institute conference. With a population the size of that of India, and the youngest population of any continent in the world, Africa's physical economic development through joint work done by the United States with China would silence the racialists of the old colonial regimes forever. The world's two largest economies, using Sun Yat-Sen's and Abraham Lincoln's \""Three Principles of the People,\"" could spearhead an anti-colonial development process, removing the poverty that triggers radicalism and war."",""person_key"":""jason-ross"",""affiliation"":"""",""country"":"""",""talk_title"":""Extending The New Silk Road To West Africa And Asia: A Vision Of An Economic Renaissance,""},{""speaker_raw"":""American President Donald Trump, Chinese President Xi Jinping, and Russian President Vladimir Putin could together, in the next months, make the most important set of decisions to affect humanity since the Renaissance of the fifteenth century. The possible settlement of the Korea issue is only one example. The right decisions made by these three nations and their allies in the next weeks, could begin, in the near term, to eliminate poverty, colonialism and war from the planet. The solutions for eliminating this triple evil lie both in our stars, and in ourselves."",""person_key"":""american-president-donald-trump"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""On Saturday, April 7, Schiller institute founder Helga Zepp-LaRouche will keynote this conference to rally Americans to that optimistic perspective. Adopting the economic measures and outlook known as the LaRouche Four Laws while embracing the still-offered Chinese proposal, would provide the basis to deliver a rapid upshift in American productive employment, living standards, and the education of youth in the United States."",""person_key"":""on-saturday"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
1jMeVO0s4mo,0,PLoHwt4KyUk5CcKXHAV1puDAzLISptrBMg,2017-francais-soden,,5,full_session,,,"Ce que l'Europe devrait apporter au Nouveau Paradigme Mondial",,,,"Ce que l'Europe devrait apporter au Nouveau Paradigme Mondial",0,"[{""speaker_raw"":""Jacques Cheminade, ancien candidat à la présidentielle française, prononce le discours d'ouverture du Panel III de la conférence internationale de l'Institut Schiller, \""Réaliser le rêve de l'humanité\"", à Bad Soden en Allemagne, le 26 novembre 2017. Pour accéder à l'ensemble des présentations, visitez le site : http:\/\/newparadigm.schillerinstitute.com\/fulfilling-dream-mankind\/"",""person_key"":""jacques-cheminade"",""affiliation"":"""",""country"":"""",""talk_title"":""Réaliser le rêve de l'humanité""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
