legacy_id,tier,language,trid,date,slug,title,legacy_url,current_rule,current_type,yt_embeds,yt_embed_ids,yt_links,panel_headings,agenda_headings,speaker_lines,title_event,event_markers,conference_key,conf_source,conf_match_note,seg_covered,words,evidence,action_needed,needs_review,proposed_action,final_action,reviewer,notes
58328,D,de,21091,2020-04-01,webcast-systems-are-manmade-you-can-change-them-when-one-breaks-down,Webcast: IWF und WWF sind schuld an Pandemien und Kollaps,/blog/2020/04/01/webcast-systems-are-manmade-you-can-change-them-when-one-breaks-down/,R3,si_video,1,Fd_vAe45Q2U,0,,,0,1,,,,,0/1,205,event title with weak body evidence,0,1,,,,
58355,D,en,21102,2020-04-08,webcast-overcoming-the-crisis-begins-with-dumping-geopolitics-and-neoliberalism,Webcast: Overcoming the Crisis Begins with Dumping Geopolitics and Neoliberalism,/blog/2020/04/08/webcast-overcoming-the-crisis-begins-with-dumping-geopolitics-and-neoliberalism/,R3,si_video,1,7b1KHo758QA,0,,,0,1,register for,,,,0/1,336,event title with weak body evidence,0,1,,,,
58472,D,en,21118,2020-04-15,webcast-we-must-mobilize-to-defeat-a-dark-age,Webcast: We Must Mobilize to Defeat a Dark Age,/blog/2020/04/15/webcast-we-must-mobilize-to-defeat-a-dark-age/,R3,si_video,1,ZMeSKJbrDpM,0,,,0,1,,,,,0/1,327,event title with weak body evidence,0,1,,,,
58896,D,de,21118,2020-04-15,webcast-we-must-mobilize-to-defeat-a-dark-age,Webcast: Wallstreet-Aasgeier zocken trotz Pandemie,/blog/2020/04/15/webcast-we-must-mobilize-to-defeat-a-dark-age/,R3,si_video,1,LNjrNLnTifI,0,,,0,1,,,,,0/1,1,event title with weak body evidence,0,1,,,,
58715,D,en,21139,2020-04-30,webcast-to-overcome-our-civilizational-crisis-we-must-improve-the-character-of-our-people,"Webcast: To Overcome Our Civilizational Crisis, We Must Improve the Character of Our People",/blog/2020/04/30/webcast-to-overcome-our-civilizational-crisis-we-must-improve-the-character-of-our-people/,R3,si_video,1,HISR20b10Rg,0,,,0,1,,,,,0/1,311,event title with weak body evidence,0,1,,,,
58838,D,de,21139,2020-04-30,webcast-to-overcome-our-civilizational-crisis-we-must-improve-the-character-of-our-people,"Webcast: COVID-19-Krise nicht nur strategisch und wirtschaftlich, sondern moralisch",/blog/2020/04/30/webcast-to-overcome-our-civilizational-crisis-we-must-improve-the-character-of-our-people/,R3,si_video,1,YeAyhUF_jRc,0,,,0,1,,,,,0/1,305,event title with weak body evidence,0,1,,,,
58915,D,en,21164,2020-05-06,webcast-dont-fall-into-a-geopolitical-trap-cooperation-is-key-to-overcome-pandemic,Webcast—Don't Fall into a Geopolitical Trap: Cooperation is Key to Overcome Pandemic,/blog/2020/05/06/webcast-dont-fall-into-a-geopolitical-trap-cooperation-is-key-to-overcome-pandemic/,R3,si_video,1,rJqzXamJ46s,0,,,0,1,,,,,0/1,297,event title with weak body evidence,0,1,,,,
58940,D,de,21164,2020-05-06,webcast-dont-fall-into-a-geopolitical-trap-cooperation-is-key-to-overcome-pandemic,Webcast: Covid-19: Biowaffe? Bill Gates? Nur Grippe? - Nein Diktatur der Zentralbanken!,/blog/2020/05/06/webcast-dont-fall-into-a-geopolitical-trap-cooperation-is-key-to-overcome-pandemic/,R3,si_video,1,UZLbubwQTKk,0,,,0,1,,,,,0/1,308,event title with weak body evidence,0,1,,,,
58788,D,en,21150,2020-05-07,conference-75th-anniversary-of-v-e-day-commemorate-the-victory-against-fascism-with-a-new-bretton-woods-system,Conference May 9 — 75th Anniversary of V-E Day: Commemorate the Victory Against Fascism with a New Bretton Woods System,/blog/2020/05/07/conference-75th-anniversary-of-v-e-day-commemorate-the-victory-against-fascism-with-a-new-bretton-woods-system/,R4,post,1,EM9PR3IgX6k,0,,,0,1,edt,,,,0/1,697,event title with weak body evidence,1,1,,,,
59168,D,en,21202,2020-05-13,webcast-this-is-the-big-one,"Webcast—""This is the Big One""",/blog/2020/05/13/webcast-this-is-the-big-one/,R3,si_video,1,THgsb-MTLeQ,0,,,0,1,,,,,0/1,262,event title with weak body evidence,0,1,,,,
59204,D,de,21202,2020-05-13,webcast-this-is-the-big-one,Webcast—Dunkles Zeitalter droht - Wir brauchen das globale Wirtschaftswunder!,/blog/2020/05/13/webcast-this-is-the-big-one/,R3,si_video,1,s4uDGuqVQuE,0,,,0,1,,,,,0/1,249,event title with weak body evidence,0,1,,,,
59332,D,en,21230,2020-05-20,webcast-americas-historic-enemies-and-trumps-russiagate-enemies-are-behind-the-escalation-against-china,Webcast — America's Historic Enemies (and Trump's Russiagate Enemies) Are Behind the Escalation Against China,/blog/2020/05/20/webcast-americas-historic-enemies-and-trumps-russiagate-enemies-are-behind-the-escalation-against-china/,R3,si_video,1,9LcP79kAjRY,0,,,0,1,,,,,0/1,238,event title with weak body evidence,0,1,,,,
59397,D,de,21230,2020-05-20,webcast-americas-historic-enemies-and-trumps-russiagate-enemies-are-behind-the-escalation-against-china,Webcast — Anti-China-Propaganda ist gefährlicher als Russiagate,/blog/2020/05/20/webcast-americas-historic-enemies-and-trumps-russiagate-enemies-are-behind-the-escalation-against-china/,R3,si_video,1,Rm4ru9SLlOw,0,,,0,1,,,,,0/1,204,event title with weak body evidence,0,1,,,,
59673,D,en,21285,2020-05-29,webcast-how-can-you-reopen-an-economy-which-no-longer-exists,"Webcast: How Can you ""Reopen"" an Economy Which No Longer Exists?",/blog/2020/05/29/webcast-how-can-you-reopen-an-economy-which-no-longer-exists/,R9,si_video,1,2i3X51jviF8,0,,,0,1,,,,,0/1,237,event title with weak body evidence,0,1,,,,
59715,D,de,21285,2020-05-29,webcast-how-can-you-reopen-an-economy-which-no-longer-exists,Webcast: Von der Leyen ist der Niedergang Europas,/blog/2020/05/29/webcast-how-can-you-reopen-an-economy-which-no-longer-exists/,R3,si_video,1,O9KY8kusf7A,0,,,0,1,,,,,0/1,224,event title with weak body evidence,0,1,,,,
59733,D,en,21300,2020-06-04,webcast-space-launchcounter-coup-openings-to-defeat-the-british-chaos-scenario,Webcast: Space Launch/Counter-coup = Openings to Defeat the British Chaos Scenario,/blog/2020/06/04/webcast-space-launchcounter-coup-openings-to-defeat-the-british-chaos-scenario/,R9,si_video,1,mKqv97ig81k,0,,,0,1,,,,,0/1,263,event title with weak body evidence,0,1,,,,
59768,D,de,21300,2020-06-04,webcast-space-launchcounter-coup-openings-to-defeat-the-british-chaos-scenario,"Webcast: Sind die USA am Ende, oder stehen sie am Anfang einer Ära?",/blog/2020/06/04/webcast-space-launchcounter-coup-openings-to-defeat-the-british-chaos-scenario/,R3,si_video,1,Qdk9Xp6JCqQ,0,,,0,1,,,,,0/1,1,event title with weak body evidence,0,1,,,,
59862,D,en,21319,2020-06-10,webcast-the-new-violence-is-being-deployed-in-defense-of-the-broken-down-paradigm,"Webcast: The ""New Violence"" Is Being Deployed in Defense of the Broken-down Paradigm",/blog/2020/06/10/webcast-the-new-violence-is-being-deployed-in-defense-of-the-broken-down-paradigm/,R3,si_video,1,v470violsVU,0,,,0,1,,,,,0/1,395,event title with weak body evidence,0,1,,,,
59896,D,de,21319,2020-06-10,webcast-the-new-violence-is-being-deployed-in-defense-of-the-broken-down-paradigm,Webcast: Der Fall Floyd: Militarisierung der Polizei und Schreibtisch-Rassismus,/blog/2020/06/10/webcast-the-new-violence-is-being-deployed-in-defense-of-the-broken-down-paradigm/,R3,si_video,1,1QGSMvjdUeY,0,,,0,1,,,,,0/1,371,event title with weak body evidence,0,1,,,,
60041,D,en,21343,2020-06-17,webcast-day-of-action-brings-youth-into-mobilization-for-1-5-billion-jobs-w-the-larouche-plan,"Webcast: ""Day of Action"" Brings Youth Into Mobilization for 1.5 Billion Jobs with the LaRouche Plan",/blog/2020/06/17/webcast-day-of-action-brings-youth-into-mobilization-for-1-5-billion-jobs-w-the-larouche-plan/,R3,si_video,1,G9QClnMsUMU,0,,,0,1,,,,,0/1,288,event title with weak body evidence,0,1,,,,
60095,D,de,21343,2020-06-17,webcast-day-of-action-brings-youth-into-mobilization-for-1-5-billion-jobs-w-the-larouche-plan,"Webcast: Internationale Jugend mobilisiert für 1,5 Milliarden Arbeitsplätze!",/blog/2020/06/17/webcast-day-of-action-brings-youth-into-mobilization-for-1-5-billion-jobs-w-the-larouche-plan/,R3,si_video,1,c3R8KlcOl5g,0,,,0,1,,,,,0/1,269,event title with weak body evidence,0,1,,,,
60187,D,en,21362,2020-06-25,webcast-putin-gives-valuable-history-lesson-to-counter-the-stupidity-of-the-trans-atlantic-establishment,Webcast: Putin Gives Valuable History Lesson to Counter the Stupidity of the Trans-Atlantic Establishment,/blog/2020/06/25/webcast-putin-gives-valuable-history-lesson-to-counter-the-stupidity-of-the-trans-atlantic-establishment/,R3,si_video,1,sHAxwumw9HA,0,,,0,1,,,,,0/1,296,event title with weak body evidence,0,1,,,,
60219,D,de,21362,2020-06-25,webcast-putin-gives-valuable-history-lesson-to-counter-the-stupidity-of-the-trans-atlantic-establishment,"Webcast: Corona, Geopolitik, Finanzkrise - Der Westen sollte Putin zuhören!",/blog/2020/06/25/webcast-putin-gives-valuable-history-lesson-to-counter-the-stupidity-of-the-trans-atlantic-establishment/,R3,si_video,1,w9JVp6yL6as,0,,,0,1,,,,,0/1,1,event title with weak body evidence,0,1,,,,
60297,D,en,21372,2020-07-01,webcast-as-july-4-approaches-the-choice-for-humanity-is-clear-american-revolution-or-jacobin-terrorism,"Webcast: As July 4 Approaches, the Choice for Humanity is Clear: American Revolution or Jacobin Terrorism",/blog/2020/07/01/webcast-as-july-4-approaches-the-choice-for-humanity-is-clear-american-revolution-or-jacobin-terrorism/,R9,si_video,1,czLUNbn9nQo,0,,,0,1,,,,,0/1,254,event title with weak body evidence,0,1,,,,
60373,D,de,21372,2020-07-01,webcast-as-july-4-approaches-the-choice-for-humanity-is-clear-american-revolution-or-jacobin-terrorism,Webcast: Während der 4. Juli näher rückt sind die Optionen für die Menschheit klar: Amerikanische Revolution oder Jakobiner Terror,/blog/2020/07/01/webcast-as-july-4-approaches-the-choice-for-humanity-is-clear-american-revolution-or-jacobin-terrorism/,R3,si_video,1,c4esdTVIpBs,0,,,0,1,,,,,0/1,227,event title with weak body evidence,0,1,,,,
60479,D,en,21398,2020-07-08,video-why-a-u-s-china-russia-and-india-summit-is-urgently-needed-now,"VIDEO: Why a U.S., China, Russia and India Summit is Urgently Needed Now",/blog/2020/07/08/video-why-a-u-s-china-russia-and-india-summit-is-urgently-needed-now/,R9,si_video,1,thQuRg-rzwE,0,,,0,1,,,,,0/1,68,event title with weak body evidence,0,1,,,,
60497,D,en,21401,2020-07-08,to-change-the-dynamic-in-world-affairs-we-need-a-chorus-of-voices-demanding-a-summit,"Webcast: To Change The Dynamic In World Affairs, We Need A Chorus Of Voices Demanding A Summit",/blog/2020/07/08/to-change-the-dynamic-in-world-affairs-we-need-a-chorus-of-voices-demanding-a-summit/,R9,si_video,1,WhIEkbwuSWg,0,,,0,1,,,,,0/1,301,event title with weak body evidence,0,1,,,,
60587,D,de,21401,2020-07-08,to-change-the-dynamic-in-world-affairs-we-need-a-chorus-of-voices-demanding-a-summit,"Webcast: Putin: ""Barbarisch, Alte für Corona zu opfern""",/blog/2020/07/08/to-change-the-dynamic-in-world-affairs-we-need-a-chorus-of-voices-demanding-a-summit/,R3,si_video,1,t8j-NwLVweg,0,,,0,1,,,,,0/1,282,event title with weak body evidence,0,1,,,,
60818,D,en,21440,2020-07-15,the-time-for-a-summit-is-now-before-the-trigger-is-pulled-to-set-off-a-world-war,"Webcast: The Time For A Summit Is Now, Before The Trigger Is Pulled To Set Off A World War",/blog/2020/07/15/the-time-for-a-summit-is-now-before-the-trigger-is-pulled-to-set-off-a-world-war/,R9,si_video,1,Ms9nL_F5Vew,0,,,0,1,,,,,0/1,251,event title with weak body evidence,0,1,,,,
60829,D,de,21440,2020-07-15,the-time-for-a-summit-is-now-before-the-trigger-is-pulled-to-set-off-a-world-war,Webcast: Deep State hinter Russiagate - Stone zurecht frei!,/blog/2020/07/15/the-time-for-a-summit-is-now-before-the-trigger-is-pulled-to-set-off-a-world-war/,R3,si_video,1,dk24JOoz3ng,0,,,0,1,,,,,0/1,226,event title with weak body evidence,0,1,,,,
61033,D,en,21478,2020-07-22,it-is-time-for-the-definitive-crushing-of-russiagate,Webcast: It Is Time For The Definitive Crushing Of Russiagate,/blog/2020/07/22/it-is-time-for-the-definitive-crushing-of-russiagate/,R9,si_video,1,sDl92R9t-sQ,0,,,0,1,,,,,0/1,297,event title with weak body evidence,0,1,,,,
61094,D,de,21478,2020-07-22,it-is-time-for-the-definitive-crushing-of-russiagate,Webcast: Wird 2020 zum Schreckensjahr? NSA-Whistleblower hält dagegen,/blog/2020/07/22/it-is-time-for-the-definitive-crushing-of-russiagate/,R3,si_video,1,9wDa_X01e-0,0,,,0,1,,,,,0/1,269,event title with weak body evidence,0,1,,,,
61343,D,en,21520,2020-07-29,webcast-the-corruption-of-the-system-is-the-problem-we-all-face,Webcast: The Corruption of the System is the Problem We All Face,/blog/2020/07/29/webcast-the-corruption-of-the-system-is-the-problem-we-all-face/,R9,si_video,1,-BCPwvNA1us,0,,,0,1,,,,,0/1,192,event title with weak body evidence,0,1,,,,
61372,D,de,21520,2020-07-29,webcast-the-corruption-of-the-system-is-the-problem-we-all-face,Webcast: Weltkriegsgefahr steigt: Pompeo will Krieg gegen China!,/blog/2020/07/29/webcast-the-corruption-of-the-system-is-the-problem-we-all-face/,R3,si_video,1,z0IMmrYzdlY,0,,,0,1,,,,,0/1,155,event title with weak body evidence,0,1,,,,
61547,D,en,21556,2020-08-12,webcast-end-the-age-of-barbarism,Webcast: End The Age Of Barbarism,/blog/2020/08/12/webcast-end-the-age-of-barbarism/,R9,si_video,1,-CuW23jOZ4I,0,,,0,1,,,,,0/1,264,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 61700 — decide the whole group
61828,D,en,21598,2020-08-19,webcast-to-prevent-world-war-iii-a-summit-of-the-p5-nations-is-needed-now,"Webcast: To Prevent World War III, a Summit of the P5 Nations is Needed Now!",/blog/2020/08/19/webcast-to-prevent-world-war-iii-a-summit-of-the-p5-nations-is-needed-now/,R9,si_video,1,7iz5lPbZ1ew,0,,,0,1,,,,,0/1,244,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 61895 — decide the whole group
61939,D,en,21617,2020-08-27,webcast-business-as-usual-is-deadly-we-must-elevate-the-quality-of-strategic-deliberation,Webcast: Business-As-Usual Is Deadly — We Must Elevate the Quality of Strategic Deliberation,/blog/2020/08/27/webcast-business-as-usual-is-deadly-we-must-elevate-the-quality-of-strategic-deliberation/,R9,si_video,1,Q4KoYwE2Bq8,0,,,0,1,register for|will take place,,,,0/1,235,event title with weak body evidence,0,1,,,,
61974,D,de,21617,2020-08-27,webcast-business-as-usual-is-deadly-we-must-elevate-the-quality-of-strategic-deliberation,Webcast: Business-As-Usual ist tödlich - Die Qualität des strategischen Diskurses muß zunehmen,/blog/2020/08/27/webcast-business-as-usual-is-deadly-we-must-elevate-the-quality-of-strategic-deliberation/,R3,si_video,1,Gkj7QBX0uhM,0,,,0,1,einladung,,,,0/1,228,event title with weak body evidence,0,1,,,,
62041,D,de,21631,2020-09-03,konferenzeinladung-von-helga-zepp-larouche-schliessen-sie-sich-uns-an-um-die-menschheit-in-das-neue-paradigma-zu-fuehren,"Konferenzeinladung von Helga Zepp-LaRouche: Schließen Sie sich uns an, um die Menschheit in das neue Paradigma zu führen!",/blog/2020/09/03/konferenzeinladung-von-helga-zepp-larouche-schliessen-sie-sich-uns-an-um-die-menschheit-in-das-neue-paradigma-zu-fuehren/,R3,si_video,1,mQe3jDoLriY,0,,,0,1,einladung,,,,0/1,134,event title with weak body evidence,0,1,,,,
62139,D,en,21645,2020-09-03,final-call-for-a-p5-summit-armageddon-or-new-paradigm,Webcast: Final Call for a P5 Summit: Armageddon or New Paradigm,/blog/2020/09/03/final-call-for-a-p5-summit-armageddon-or-new-paradigm/,R9,si_video,1,mzP96-SJBlk,0,,,0,1,register for,,,,0/1,144,event title with weak body evidence,0,1,,,,
62300,D,en,21657,2020-09-10,conference-summary-overcoming-geopolitics-why-a-p-5-summit-is-urgently-needed-now,Conference Highlights: Overcoming Geopolitics: Why a P-5 Summit Is Urgently Needed Now,/blog/2020/09/10/conference-summary-overcoming-geopolitics-why-a-p-5-summit-is-urgently-needed-now/,R9,si_video,1,aA4fl9eYRwQ,1,,,0,1,,,,,0/1,159,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 62437 — decide the whole group
62343,D,en,21663,2020-09-11,webcast-escalation-by-war-party-makes-summit-more-imperative-than-ever,Webcast: Escalation by War Party Makes Summit More Imperative Than Ever,/blog/2020/09/11/webcast-escalation-by-war-party-makes-summit-more-imperative-than-ever/,R9,si_video,1,ed7PBeNh7EE,0,,,0,1,,,,,0/1,275,event title with weak body evidence,0,1,,,,
62358,D,de,21663,2020-09-11,webcast-escalation-by-war-party-makes-summit-more-imperative-than-ever,Webcast: Eskalation der Kriegspartei macht Gipfel notwendiger denn je,/blog/2020/09/11/webcast-escalation-by-war-party-makes-summit-more-imperative-than-ever/,R3,si_video,1,RR9XtByVhVI,0,,,0,1,,,,,0/1,1,event title with weak body evidence,0,1,,,,
62648,D,en,21727,2020-09-16,webcast-we-must-keep-fighting-for-a-summit-as-the-war-hawks-are-going-all-out-to-prevent-it,"Webcast: We Must Keep Fighting  for a Summit, as the War Hawks Are Going All-Out to Prevent It!",/blog/2020/09/16/webcast-we-must-keep-fighting-for-a-summit-as-the-war-hawks-are-going-all-out-to-prevent-it/,R9,si_video,1,NTZqo81lBSs,0,,,0,1,,,,,0/1,238,event title with weak body evidence,0,1,,,,
62692,D,de,21727,2020-09-16,webcast-we-must-keep-fighting-for-a-summit-as-the-war-hawks-are-going-all-out-to-prevent-it,"Webcast: Während die Kriegstreiber alles unternehmen, um ein Gipfeltreffen zu verhindern, müssen wir weiter dafür kämpfen!",/blog/2020/09/16/webcast-we-must-keep-fighting-for-a-summit-as-the-war-hawks-are-going-all-out-to-prevent-it/,R3,si_video,1,ZRQdBjum6tA,0,,,0,1,,,,,0/1,219,event title with weak body evidence,0,1,,,,
62969,D,en,21771,2020-09-30,webcast-in-the-face-of-grave-dangers-there-are-solutions,"Webcast: In the Face of Grave Dangers, There Are Solutions",/blog/2020/09/30/webcast-in-the-face-of-grave-dangers-there-are-solutions/,R9,si_video,1,Z-1rP12Ti88,0,,,0,1,,,,,0/1,249,event title with weak body evidence,0,1,,,,
63002,D,de,21771,2020-09-30,webcast-in-the-face-of-grave-dangers-there-are-solutions,Webcast: Es gibt Lösungen für die großen Gefahren,/blog/2020/09/30/webcast-in-the-face-of-grave-dangers-there-are-solutions/,R3,si_video,1,zX1W3PN8jyo,0,,,0,1,,,,,0/1,276,event title with weak body evidence,0,1,,,,
63089,D,de,21784,2020-10-08,webcast-mit-helga-zepp-larouche-trump-greift-geheimdienste-frontal-an,Webcast mit Helga Zepp-LaRouche: Trump greift Geheimdienste frontal an!,/blog/2020/10/08/webcast-mit-helga-zepp-larouche-trump-greift-geheimdienste-frontal-an/,R3,si_video,1,x1Ois0YW0A8,0,,,0,1,,,,,0/1,1,event title with weak body evidence,0,1,,,,
63449,D,en,21845,2020-10-22,webcast-people-are-being-tested-war-or-peace-depends-on-individuals-acting-for-the-common-good,Webcast — People Are Being Tested: War or Peace Depends on Individuals Acting for the Common Good,/blog/2020/10/22/webcast-people-are-being-tested-war-or-peace-depends-on-individuals-acting-for-the-common-good/,R3,si_video,1,PoU4wcVA4Kg,0,,,0,1,,,,,0/1,297,event title with weak body evidence,0,1,,,,
63473,D,de,21845,2020-10-22,webcast-people-are-being-tested-war-or-peace-depends-on-individuals-acting-for-the-common-good,Webcast: Die Menschen werden einer Prüfung unterzogen: Krieg oder Frieden hängt vom Handeln Einzelner für das Gemeinwohl ab,/blog/2020/10/22/webcast-people-are-being-tested-war-or-peace-depends-on-individuals-acting-for-the-common-good/,R3,si_video,1,FJYeotQe-ZI,0,,,0,1,,,,,0/1,301,event title with weak body evidence,0,1,,,,
63933,D,en,21929,2020-11-05,webcast-trump-can-prove-there-is-an-attempt-to-steal-the-election,Webcast: Trump Can Prove There is an Attempt to Steal the Election,/blog/2020/11/05/webcast-trump-can-prove-there-is-an-attempt-to-steal-the-election/,R9,si_video,1,NwWGli7oddY,0,,,0,1,,,,,0/1,276,event title with weak body evidence,0,1,,,,
64011,D,de,21929,2020-11-05,webcast-trump-can-prove-there-is-an-attempt-to-steal-the-election,"Webcast: Trump hat Beweise für den Versuch, die Wahl zu stehlen",/blog/2020/11/05/webcast-trump-can-prove-there-is-an-attempt-to-steal-the-election/,R3,si_video,1,CQgEd3ym0bc,0,,,0,1,,,,,0/1,272,event title with weak body evidence,0,1,,,,
64256,D,en,21979,2020-11-13,webcast-the-choice-is-increasingly-clear-overturn-the-2020-election-vote-fraud-or-face-global-dictatorship,"Webcast: The Choice is Increasingly Clear: Overturn the 2020 Election Vote Fraud, or Face Global Dictatorship",/blog/2020/11/13/webcast-the-choice-is-increasingly-clear-overturn-the-2020-election-vote-fraud-or-face-global-dictatorship/,R9,si_video,1,LohSrw5d03M,0,,,0,1,,,,,0/1,93,event title with weak body evidence,0,1,,,,
64269,D,de,21979,2020-11-13,webcast-the-choice-is-increasingly-clear-overturn-the-2020-election-vote-fraud-or-face-global-dictatorship,Webcast: US-Wahlmanipulation: Ende der Demokratie,/blog/2020/11/13/webcast-the-choice-is-increasingly-clear-overturn-the-2020-election-vote-fraud-or-face-global-dictatorship/,R3,si_video,1,Gt8k2Zspmzs,0,,,0,1,,,,,0/1,93,event title with weak body evidence,0,1,,,,
64482,D,en,22022,2020-11-19,webcast-overturn-u-s-election-fraud-to-defeat-a-green-global-bankers-dictatorship,"Webcast: Overturn U.S. Election Fraud to Defeat a Green, Global Bankers' Dictatorship",/blog/2020/11/19/webcast-overturn-u-s-election-fraud-to-defeat-a-green-global-bankers-dictatorship/,R9,si_video,1,CzzSytA70G0,0,,,0,1,register for,,,,0/1,299,event title with weak body evidence,0,1,,,,
64514,D,de,22022,2020-11-19,webcast-overturn-u-s-election-fraud-to-defeat-a-green-global-bankers-dictatorship,"Webcast: Den Wahlbetrug in den USA aufdecken, um die grüne Bankendiktatur zu beenden",/blog/2020/11/19/webcast-overturn-u-s-election-fraud-to-defeat-a-green-global-bankers-dictatorship/,R3,si_video,1,HcZOR3Dc3xk,0,,,0,1,,,,,0/1,291,event title with weak body evidence,0,1,,,,
64714,D,en,22062,2020-11-26,webcast-a-strategic-focus-is-essential-to-win-the-fight-against-vote-fraud-in-the-u-s,Webcast: A Strategic Focus is Essential to Win the Fight Against Vote Fraud in the U.S.,/blog/2020/11/26/webcast-a-strategic-focus-is-essential-to-win-the-fight-against-vote-fraud-in-the-u-s/,R9,si_video,1,gdJ0RW2F8wY,0,,,0,1,,,,,0/1,250,event title with weak body evidence,0,1,,,,
64738,D,de,22062,2020-11-26,webcast-a-strategic-focus-is-essential-to-win-the-fight-against-vote-fraud-in-the-u-s,Webcast: US-Wahlkampf noch nicht entschieden,/blog/2020/11/26/webcast-a-strategic-focus-is-essential-to-win-the-fight-against-vote-fraud-in-the-u-s/,R3,si_video,1,tbVN39q1V7Y,0,,,0,1,,,,,0/1,231,event title with weak body evidence,0,1,,,,
64833,D,en,22083,2020-12-02,webcast-overturn-the-2020-u-s-election-theft-then-go-for-big-solutions,"Webcast: Overturn the 2020 U.S. Election Theft, Then Go For Big Solutions",/blog/2020/12/02/webcast-overturn-the-2020-u-s-election-theft-then-go-for-big-solutions/,R9,si_video,1,HPOmj2gYLiQ,0,,,0,1,,,,,0/1,302,event title with weak body evidence,0,1,,,,
64855,D,de,22083,2020-12-02,webcast-overturn-the-2020-u-s-election-theft-then-go-for-big-solutions,Webcast: Assange-Snowden-Begnadigung = Trumps Joker gegen Wahlbetrug,/blog/2020/12/02/webcast-overturn-the-2020-u-s-election-theft-then-go-for-big-solutions/,R3,si_video,1,LZkMTodQEGU,0,,,0,1,,,,,0/1,233,event title with weak body evidence,0,1,,,,
65027,D,de,22118,2020-12-09,konferenzeinladung-eine-welt-auf-der-basis-von-vernunft-schaffen,Konferenzeinladung: Eine Welt auf der Basis von Vernunft schaffen,/blog/2020/12/09/konferenzeinladung-eine-welt-auf-der-basis-von-vernunft-schaffen/,R3,si_video,1,dFoIWGdlRBo,0,,,0,1,,,,,0/1,96,event title with weak body evidence,0,1,,,,
65040,D,en,22122,2020-12-09,webcast-in-a-world-shaken-by-crises-join-us-to-discuss-solutions,"Webcast: In a World Shaken by Crises, Join Us to Discuss Solutions!",/blog/2020/12/09/webcast-in-a-world-shaken-by-crises-join-us-to-discuss-solutions/,R9,si_video,1,cAsgylHaPOs,0,,,0,1,,,,,0/1,109,event title with weak body evidence,0,1,,,,
65240,D,en,22152,2020-12-16,webcast-building-a-mass-movement-to-counter-the-collapse-of-the-international-system,Webcast: Building a Mass Movement to Counter the Collapse of the International System,/blog/2020/12/16/webcast-building-a-mass-movement-to-counter-the-collapse-of-the-international-system/,R9,si_video,1,pfwaEF7a4l0,0,,,0,1,,,,,0/1,189,event title with weak body evidence,0,1,,,,
65294,D,de,22152,2020-12-16,webcast-building-a-mass-movement-to-counter-the-collapse-of-the-international-system,"Webcast: Eine Massenbewegung aufbauen, um den Zusammenbruch des internationalen Systems aufzuhalten",/blog/2020/12/16/webcast-building-a-mass-movement-to-counter-the-collapse-of-the-international-system/,R3,si_video,1,S9GaTltt4BE,0,,,0,1,,,,,0/1,181,event title with weak body evidence,0,1,,,,
65609,D,en,22209,2020-12-26,webcast-to-crush-the-global-oligarchy-apply-the-schiller-larouche-principle-of-statecraft,"Webcast: To Crush the Global Oligarchy, Apply the Schiller/LaRouche Principle of Statecraft",/blog/2020/12/26/webcast-to-crush-the-global-oligarchy-apply-the-schiller-larouche-principle-of-statecraft/,R9,si_video,1,YbmzhOk-H24,0,,,0,1,,,,,0/1,206,event title with weak body evidence,0,1,,,,
65927,D,en,22251,2020-12-30,webcast-dont-play-in-a-rigged-game-why-president-trump-should-now-accept-putins-p5-summit-offer,Webcast: Don't Play in a Rigged Game: Why President Trump Should Now Accept Putin's P5 Summit Offer,/blog/2020/12/30/webcast-dont-play-in-a-rigged-game-why-president-trump-should-now-accept-putins-p5-summit-offer/,R9,si_video,1,-15EUtFlNHY,0,,,0,1,,,,,0/1,201,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 65939 — decide the whole group
66615,D,en,84805,2021-01-06,webcast-trump-can-still-kick-over-the-global-strategic-apple-cart,Webcast: Trump Can Still Kick Over the Global Strategic Apple Cart,/blog/2021/01/06/webcast-trump-can-still-kick-over-the-global-strategic-apple-cart/,R9,si_video,1,rF3YRZxNYZk,0,,,0,1,,,,,0/1,238,event title with weak body evidence,0,1,,,,
66678,D,de,84805,2021-01-06,webcast-trump-can-still-kick-over-the-global-strategic-apple-cart,Webcast: Trump kann das globale Schachbrett noch kippen,/blog/2021/01/06/webcast-trump-can-still-kick-over-the-global-strategic-apple-cart/,R3,si_video,1,egN2EcoOo5s,0,,,0,1,,,,,0/1,182,event title with weak body evidence,0,1,,,,
67116,D,en,84872,2021-01-13,webcast-we-are-sitting-on-a-powder-keg-its-not-just-about-vote-fraud,Webcast: We are Sitting on a Powder Keg—It's Not Just About Vote Fraud,/blog/2021/01/13/webcast-we-are-sitting-on-a-powder-keg-its-not-just-about-vote-fraud/,R9,si_video,1,uU1Ugpo1Caw,0,,,0,1,,,,,0/1,218,event title with weak body evidence,0,1,,,,
